"","STL","ATL","Series Winner"
"43674","2","3","ATL"
"43675","3","2","STL"
"43676","1","3","ATL"
"43677","1","3","ATL"
"43678","3","0","STL"
"43679","3","1","STL"
"43680","1","3","ATL"
"43681","3","2","STL"
"43682","3","2","STL"
"43683","0","3","ATL"
"43684","0","3","ATL"
"43685","1","3","ATL"
"43686","1","3","ATL"
"43687","1","3","ATL"
"43688","3","1","STL"
"43689","2","3","ATL"
"43690","3","1","STL"
"43691","3","0","STL"
"43692","3","0","STL"
"43693","2","3","ATL"
"43694","3","1","STL"
"43695","2","3","ATL"
"43696","2","3","ATL"
"43697","2","3","ATL"
"43698","3","2","STL"
"43699","1","3","ATL"
"43700","3","0","STL"
"43701","1","3","ATL"
"43702","2","3","ATL"
"43703","2","3","ATL"
"43704","0","3","ATL"
"43705","1","3","ATL"
"43706","2","3","ATL"
"43707","3","2","STL"
"43708","1","3","ATL"
"43709","1","3","ATL"
"43710","1","3","ATL"
"43711","3","2","STL"
"43712","3","2","STL"
"43713","3","0","STL"
"43714","2","3","ATL"
"43715","1","3","ATL"
"43716","2","3","ATL"
"43717","1","3","ATL"
"43718","3","1","STL"
"43719","1","3","ATL"
"43720","3","2","STL"
"43721","3","1","STL"
"43722","3","2","STL"
"43723","3","2","STL"
"43724","0","3","ATL"
"43725","2","3","ATL"
"43726","1","3","ATL"
"43727","2","3","ATL"
"43728","3","2","STL"
"43729","3","2","STL"
"43730","2","3","ATL"
"43731","3","2","STL"
"43732","3","1","STL"
"43733","3","0","STL"
"43734","3","0","STL"
"43735","3","0","STL"
"43736","3","0","STL"
"43737","1","3","ATL"
"43738","1","3","ATL"
"43739","1","3","ATL"
"43740","2","3","ATL"
"43741","0","3","ATL"
"43742","1","3","ATL"
"43743","2","3","ATL"
"43744","3","1","STL"
"43745","2","3","ATL"
"43746","3","0","STL"
"43747","3","1","STL"
"43748","3","0","STL"
"43749","3","0","STL"
"43750","0","3","ATL"
"43751","3","2","STL"
"43752","3","2","STL"
"43753","3","1","STL"
"43754","1","3","ATL"
"43755","2","3","ATL"
"43756","2","3","ATL"
"43757","1","3","ATL"
"43758","3","1","STL"
"43759","1","3","ATL"
"43760","1","3","ATL"
"43761","3","1","STL"
"43762","1","3","ATL"
"43763","1","3","ATL"
"43764","3","2","STL"
"43765","1","3","ATL"
"43766","0","3","ATL"
"43767","2","3","ATL"
"43768","2","3","ATL"
"43769","3","0","STL"
"43770","3","1","STL"
"43771","0","3","ATL"
"43772","3","2","STL"
"43773","2","3","ATL"
"43774","3","2","STL"
"43775","3","1","STL"
"43776","0","3","ATL"
"43777","2","3","ATL"
"43778","0","3","ATL"
"43779","3","2","STL"
"43780","0","3","ATL"
"43781","3","1","STL"
"43782","2","3","ATL"
"43783","2","3","ATL"
"43784","3","0","STL"
"43785","3","2","STL"
"43786","1","3","ATL"
"43787","3","2","STL"
"43788","1","3","ATL"
"43789","0","3","ATL"
"43790","3","1","STL"
"43791","0","3","ATL"
"43792","3","2","STL"
"43793","1","3","ATL"
"43794","3","2","STL"
"43795","0","3","ATL"
"43796","0","3","ATL"
"43797","0","3","ATL"
"43798","0","3","ATL"
"43799","0","3","ATL"
"43800","2","3","ATL"
"43801","3","2","STL"
"43802","3","1","STL"
"43803","2","3","ATL"
"43804","0","3","ATL"
"43805","3","0","STL"
"43806","0","3","ATL"
"43807","1","3","ATL"
"43808","3","0","STL"
"43809","3","1","STL"
"43810","2","3","ATL"
"43811","1","3","ATL"
"43812","2","3","ATL"
"43813","0","3","ATL"
"43814","2","3","ATL"
"43815","0","3","ATL"
"43816","3","2","STL"
"43817","1","3","ATL"
"43818","0","3","ATL"
"43819","3","2","STL"
"43820","3","2","STL"
"43821","1","3","ATL"
"43822","2","3","ATL"
"43823","1","3","ATL"
"43824","3","2","STL"
"43825","3","2","STL"
"43826","1","3","ATL"
"43827","3","2","STL"
"43828","3","1","STL"
"43829","3","1","STL"
"43830","3","0","STL"
"43831","3","2","STL"
"43832","1","3","ATL"
"43833","2","3","ATL"
"43834","3","0","STL"
"43835","3","1","STL"
"43836","1","3","ATL"
"43837","2","3","ATL"
"43838","1","3","ATL"
"43839","3","1","STL"
"43840","1","3","ATL"
"43841","3","0","STL"
"43842","0","3","ATL"
"43843","3","1","STL"
"43844","1","3","ATL"
"43845","2","3","ATL"
"43846","3","1","STL"
"43847","0","3","ATL"
"43848","1","3","ATL"
"43849","3","0","STL"
"43850","0","3","ATL"
"43851","3","2","STL"
"43852","2","3","ATL"
"43853","1","3","ATL"
"43854","1","3","ATL"
"43855","2","3","ATL"
"43856","0","3","ATL"
"43857","2","3","ATL"
"43858","1","3","ATL"
"43859","2","3","ATL"
"43860","3","1","STL"
"43861","0","3","ATL"
"43862","2","3","ATL"
"43863","1","3","ATL"
"43864","0","3","ATL"
"43865","2","3","ATL"
"43866","1","3","ATL"
"43867","1","3","ATL"
"43868","3","2","STL"
"43869","3","1","STL"
"43870","0","3","ATL"
"43871","2","3","ATL"
"43872","3","1","STL"
"43873","3","1","STL"
"43874","2","3","ATL"
"43875","0","3","ATL"
"43876","3","1","STL"
"43877","2","3","ATL"
"43878","3","1","STL"
"43879","2","3","ATL"
"43880","0","3","ATL"
"43881","3","0","STL"
"43882","0","3","ATL"
"43883","0","3","ATL"
"43884","0","3","ATL"
"43885","3","0","STL"
"43886","2","3","ATL"
"43887","0","3","ATL"
"43888","3","2","STL"
"43889","2","3","ATL"
"43890","1","3","ATL"
"43891","3","2","STL"
"43892","1","3","ATL"
"43893","2","3","ATL"
"43894","3","2","STL"
"43895","3","2","STL"
"43896","3","2","STL"
"43897","2","3","ATL"
"43898","0","3","ATL"
"43899","1","3","ATL"
"43900","2","3","ATL"
"43901","0","3","ATL"
"43902","0","3","ATL"
"43903","3","2","STL"
"43904","2","3","ATL"
"43905","3","2","STL"
"43906","3","2","STL"
"43907","1","3","ATL"
"43908","2","3","ATL"
"43909","2","3","ATL"
"43910","1","3","ATL"
"43911","1","3","ATL"
"43912","0","3","ATL"
"43913","2","3","ATL"
"43914","1","3","ATL"
"43915","3","2","STL"
"43916","3","0","STL"
"43917","1","3","ATL"
"43918","3","2","STL"
"43919","1","3","ATL"
"43920","1","3","ATL"
"43921","0","3","ATL"
"43922","2","3","ATL"
"43923","0","3","ATL"
"43924","3","0","STL"
"43925","2","3","ATL"
"43926","1","3","ATL"
"43927","3","1","STL"
"43928","3","0","STL"
"43929","1","3","ATL"
"43930","3","2","STL"
"43931","3","2","STL"
"43932","1","3","ATL"
"43933","0","3","ATL"
"43934","3","2","STL"
"43935","3","1","STL"
"43936","3","2","STL"
"43937","0","3","ATL"
"43938","0","3","ATL"
"43939","3","2","STL"
"43940","2","3","ATL"
"43941","3","1","STL"
"43942","1","3","ATL"
"43943","2","3","ATL"
"43944","1","3","ATL"
"43945","1","3","ATL"
"43946","3","2","STL"
"43947","2","3","ATL"
"43948","3","2","STL"
"43949","0","3","ATL"
"43950","3","1","STL"
"43951","3","1","STL"
"43952","3","1","STL"
"43953","3","2","STL"
"43954","3","2","STL"
"43955","2","3","ATL"
"43956","3","1","STL"
"43957","1","3","ATL"
"43958","0","3","ATL"
"43959","2","3","ATL"
"43960","2","3","ATL"
"43961","0","3","ATL"
"43962","1","3","ATL"
"43963","1","3","ATL"
"43964","3","2","STL"
"43965","3","2","STL"
"43966","2","3","ATL"
"43967","3","2","STL"
"43968","0","3","ATL"
"43969","3","0","STL"
"43970","1","3","ATL"
"43971","1","3","ATL"
"43972","3","0","STL"
"43973","3","1","STL"
"43974","1","3","ATL"
"43975","3","0","STL"
"43976","3","2","STL"
"43977","1","3","ATL"
"43978","0","3","ATL"
"43979","3","1","STL"
"43980","1","3","ATL"
"43981","3","1","STL"
"43982","1","3","ATL"
"43983","3","0","STL"
"43984","1","3","ATL"
"43985","2","3","ATL"
"43986","3","1","STL"
"43987","3","2","STL"
"43988","3","1","STL"
"43989","1","3","ATL"
"43990","0","3","ATL"
"43991","3","0","STL"
"43992","3","2","STL"
"43993","1","3","ATL"
"43994","1","3","ATL"
"43995","1","3","ATL"
"43996","2","3","ATL"
"43997","1","3","ATL"
"43998","3","2","STL"
"43999","1","3","ATL"
"44000","1","3","ATL"
"44001","3","2","STL"
"44002","3","2","STL"
"44003","2","3","ATL"
"44004","2","3","ATL"
"44005","3","2","STL"
"44006","0","3","ATL"
"44007","1","3","ATL"
"44008","3","1","STL"
"44009","3","1","STL"
"44010","2","3","ATL"
"44011","2","3","ATL"
"44012","3","2","STL"
"44013","1","3","ATL"
"44014","3","2","STL"
"44015","3","0","STL"
"44016","2","3","ATL"
"44017","2","3","ATL"
"44018","3","2","STL"
"44019","3","2","STL"
"44020","3","0","STL"
"44021","0","3","ATL"
"44022","3","1","STL"
"44023","2","3","ATL"
"44024","2","3","ATL"
"44025","3","2","STL"
"44026","3","0","STL"
"44027","3","0","STL"
"44028","3","0","STL"
"44029","2","3","ATL"
"44030","2","3","ATL"
"44031","3","2","STL"
"44032","3","2","STL"
"44033","1","3","ATL"
"44034","3","2","STL"
"44035","3","1","STL"
"44036","1","3","ATL"
"44037","3","2","STL"
"44038","1","3","ATL"
"44039","3","0","STL"
"44040","1","3","ATL"
"44041","0","3","ATL"
"44042","0","3","ATL"
"44043","0","3","ATL"
"44044","3","2","STL"
"44045","2","3","ATL"
"44046","3","2","STL"
"44047","2","3","ATL"
"44048","0","3","ATL"
"44049","3","1","STL"
"44050","2","3","ATL"
"44051","3","0","STL"
"44052","0","3","ATL"
"44053","1","3","ATL"
"44054","0","3","ATL"
"44055","1","3","ATL"
"44056","0","3","ATL"
"44057","2","3","ATL"
"44058","2","3","ATL"
"44059","3","2","STL"
"44060","3","2","STL"
"44061","2","3","ATL"
"44062","3","0","STL"
"44063","3","1","STL"
"44064","0","3","ATL"
"44065","0","3","ATL"
"44066","0","3","ATL"
"44067","1","3","ATL"
"44068","0","3","ATL"
"44069","1","3","ATL"
"44070","1","3","ATL"
"44071","2","3","ATL"
"44072","3","2","STL"
"44073","3","2","STL"
"44074","3","0","STL"
"44075","2","3","ATL"
"44076","3","1","STL"
"44077","2","3","ATL"
"44078","2","3","ATL"
"44079","2","3","ATL"
"44080","3","1","STL"
"44081","3","1","STL"
"44082","0","3","ATL"
"44083","3","2","STL"
"44084","3","1","STL"
"44085","1","3","ATL"
"44086","3","0","STL"
"44087","0","3","ATL"
"44088","2","3","ATL"
"44089","1","3","ATL"
"44090","1","3","ATL"
"44091","2","3","ATL"
"44092","1","3","ATL"
"44093","2","3","ATL"
"44094","3","2","STL"
"44095","3","0","STL"
"44096","3","1","STL"
"44097","1","3","ATL"
"44098","0","3","ATL"
"44099","3","2","STL"
"44100","2","3","ATL"
"44101","3","2","STL"
"44102","1","3","ATL"
"44103","1","3","ATL"
"44104","2","3","ATL"
"44105","2","3","ATL"
"44106","1","3","ATL"
"44107","0","3","ATL"
"44108","3","2","STL"
"44109","2","3","ATL"
"44110","2","3","ATL"
"44111","1","3","ATL"
"44112","1","3","ATL"
"44113","1","3","ATL"
"44114","3","2","STL"
"44115","3","1","STL"
"44116","1","3","ATL"
"44117","1","3","ATL"
"44118","2","3","ATL"
"44119","1","3","ATL"
"44120","1","3","ATL"
"44121","2","3","ATL"
"44122","2","3","ATL"
"44123","1","3","ATL"
"44124","3","0","STL"
"44125","2","3","ATL"
"44126","3","1","STL"
"44127","3","1","STL"
"44128","3","0","STL"
"44129","2","3","ATL"
"44130","3","0","STL"
"44131","2","3","ATL"
"44132","1","3","ATL"
"44133","3","1","STL"
"44134","1","3","ATL"
"44135","3","1","STL"
"44136","3","2","STL"
"44137","2","3","ATL"
"44138","3","2","STL"
"44139","3","1","STL"
"44140","2","3","ATL"
"44141","3","1","STL"
"44142","3","2","STL"
"44143","1","3","ATL"
"44144","3","1","STL"
"44145","2","3","ATL"
"44146","3","2","STL"
"44147","1","3","ATL"
"44148","1","3","ATL"
"44149","2","3","ATL"
"44150","3","2","STL"
"44151","1","3","ATL"
"44152","3","1","STL"
"44153","1","3","ATL"
"44154","3","1","STL"
"44155","3","0","STL"
"44156","2","3","ATL"
"44157","3","1","STL"
"44158","0","3","ATL"
"44159","1","3","ATL"
"44160","3","1","STL"
"44161","1","3","ATL"
"44162","1","3","ATL"
"44163","0","3","ATL"
"44164","1","3","ATL"
"44165","3","1","STL"
"44166","2","3","ATL"
"44167","2","3","ATL"
"44168","0","3","ATL"
"44169","3","0","STL"
"44170","2","3","ATL"
"44171","3","2","STL"
"44172","1","3","ATL"
"44173","2","3","ATL"
"44174","2","3","ATL"
"44175","3","1","STL"
"44176","0","3","ATL"
"44177","2","3","ATL"
"44178","3","2","STL"
"44179","3","1","STL"
"44180","0","3","ATL"
"44181","3","0","STL"
"44182","0","3","ATL"
"44183","3","2","STL"
"44184","2","3","ATL"
"44185","1","3","ATL"
"44186","2","3","ATL"
"44187","2","3","ATL"
"44188","0","3","ATL"
"44189","3","2","STL"
"44190","3","2","STL"
"44191","3","2","STL"
"44192","0","3","ATL"
"44193","1","3","ATL"
"44194","1","3","ATL"
"44195","3","2","STL"
"44196","3","0","STL"
"44197","3","1","STL"
"44198","3","2","STL"
"44199","2","3","ATL"
"44200","3","0","STL"
"44201","1","3","ATL"
"44202","2","3","ATL"
"44203","3","1","STL"
"44204","0","3","ATL"
"44205","3","1","STL"
"44206","1","3","ATL"
"44207","0","3","ATL"
"44208","3","0","STL"
"44209","3","0","STL"
"44210","2","3","ATL"
"44211","2","3","ATL"
"44212","1","3","ATL"
"44213","2","3","ATL"
"44214","2","3","ATL"
"44215","3","2","STL"
"44216","1","3","ATL"
"44217","3","1","STL"
"44218","0","3","ATL"
"44219","3","1","STL"
"44220","3","0","STL"
"44221","3","2","STL"
"44222","3","2","STL"
"44223","2","3","ATL"
"44224","3","1","STL"
"44225","2","3","ATL"
"44226","3","2","STL"
"44227","3","2","STL"
"44228","3","1","STL"
"44229","2","3","ATL"
"44230","1","3","ATL"
"44231","1","3","ATL"
"44232","3","0","STL"
"44233","2","3","ATL"
"44234","2","3","ATL"
"44235","0","3","ATL"
"44236","2","3","ATL"
"44237","1","3","ATL"
"44238","1","3","ATL"
"44239","3","1","STL"
"44240","0","3","ATL"
"44241","3","0","STL"
"44242","3","0","STL"
"44243","2","3","ATL"
"44244","3","1","STL"
"44245","3","2","STL"
"44246","3","1","STL"
"44247","1","3","ATL"
"44248","2","3","ATL"
"44249","3","1","STL"
"44250","1","3","ATL"
"44251","2","3","ATL"
"44252","3","2","STL"
"44253","3","1","STL"
"44254","3","2","STL"
"44255","3","0","STL"
"44256","3","2","STL"
"44257","2","3","ATL"
"44258","3","2","STL"
"44259","0","3","ATL"
"44260","3","2","STL"
"44261","0","3","ATL"
"44262","2","3","ATL"
"44263","2","3","ATL"
"44264","3","2","STL"
"44265","3","2","STL"
"44266","1","3","ATL"
"44267","3","2","STL"
"44268","1","3","ATL"
"44269","1","3","ATL"
"44270","3","1","STL"
"44271","1","3","ATL"
"44272","3","1","STL"
"44273","3","1","STL"
"44274","3","2","STL"
"44275","3","1","STL"
"44276","0","3","ATL"
"44277","3","0","STL"
"44278","1","3","ATL"
"44279","3","1","STL"
"44280","1","3","ATL"
"44281","0","3","ATL"
"44282","0","3","ATL"
"44283","1","3","ATL"
"44284","1","3","ATL"
"44285","0","3","ATL"
"44286","2","3","ATL"
"44287","3","1","STL"
"44288","1","3","ATL"
"44289","3","1","STL"
"44290","1","3","ATL"
"44291","3","2","STL"
"44292","3","1","STL"
"44293","0","3","ATL"
"44294","1","3","ATL"
"44295","2","3","ATL"
"44296","0","3","ATL"
"44297","3","2","STL"
"44298","1","3","ATL"
"44299","0","3","ATL"
"44300","3","1","STL"
"44301","0","3","ATL"
"44302","3","0","STL"
"44303","3","1","STL"
"44304","2","3","ATL"
"44305","2","3","ATL"
"44306","0","3","ATL"
"44307","1","3","ATL"
"44308","0","3","ATL"
"44309","0","3","ATL"
"44310","3","1","STL"
"44311","1","3","ATL"
"44312","1","3","ATL"
"44313","2","3","ATL"
"44314","0","3","ATL"
"44315","3","1","STL"
"44316","2","3","ATL"
"44317","3","1","STL"
"44318","3","0","STL"
"44319","3","2","STL"
"44320","1","3","ATL"
"44321","2","3","ATL"
"44322","3","1","STL"
"44323","2","3","ATL"
"44324","3","1","STL"
"44325","3","2","STL"
"44326","3","0","STL"
"44327","3","2","STL"
"44328","1","3","ATL"
"44329","0","3","ATL"
"44330","2","3","ATL"
"44331","3","1","STL"
"44332","2","3","ATL"
"44333","1","3","ATL"
"44334","2","3","ATL"
"44335","0","3","ATL"
"44336","3","0","STL"
"44337","1","3","ATL"
"44338","0","3","ATL"
"44339","3","2","STL"
"44340","3","1","STL"
"44341","0","3","ATL"
"44342","3","0","STL"
"44343","3","0","STL"
"44344","3","2","STL"
"44345","2","3","ATL"
"44346","2","3","ATL"
"44347","0","3","ATL"
"44348","3","2","STL"
"44349","2","3","ATL"
"44350","0","3","ATL"
"44351","2","3","ATL"
"44352","1","3","ATL"
"44353","0","3","ATL"
"44354","3","2","STL"
"44355","2","3","ATL"
"44356","1","3","ATL"
"44357","3","1","STL"
"44358","3","0","STL"
"44359","0","3","ATL"
"44360","0","3","ATL"
"44361","3","0","STL"
"44362","1","3","ATL"
"44363","1","3","ATL"
"44364","3","2","STL"
"44365","2","3","ATL"
"44366","3","1","STL"
"44367","2","3","ATL"
"44368","3","0","STL"
"44369","1","3","ATL"
"44370","3","2","STL"
"44371","1","3","ATL"
"44372","2","3","ATL"
"44373","2","3","ATL"
"44374","3","2","STL"
"44375","2","3","ATL"
"44376","3","2","STL"
"44377","3","2","STL"
"44378","2","3","ATL"
"44379","1","3","ATL"
"44380","3","1","STL"
"44381","2","3","ATL"
"44382","3","2","STL"
"44383","2","3","ATL"
"44384","3","0","STL"
"44385","3","2","STL"
"44386","1","3","ATL"
"44387","3","2","STL"
"44388","2","3","ATL"
"44389","3","2","STL"
"44390","1","3","ATL"
"44391","2","3","ATL"
"44392","3","2","STL"
"44393","2","3","ATL"
"44394","2","3","ATL"
"44395","3","1","STL"
"44396","1","3","ATL"
"44397","0","3","ATL"
"44398","3","0","STL"
"44399","3","0","STL"
"44400","0","3","ATL"
"44401","1","3","ATL"
"44402","2","3","ATL"
"44403","1","3","ATL"
"44404","3","2","STL"
"44405","3","1","STL"
"44406","3","2","STL"
"44407","3","1","STL"
"44408","3","2","STL"
"44409","2","3","ATL"
"44410","3","2","STL"
"44411","3","2","STL"
"44412","3","2","STL"
"44413","2","3","ATL"
"44414","1","3","ATL"
"44415","2","3","ATL"
"44416","1","3","ATL"
"44417","1","3","ATL"
"44418","3","1","STL"
"44419","2","3","ATL"
"44420","2","3","ATL"
"44421","3","2","STL"
"44422","1","3","ATL"
"44423","3","2","STL"
"44424","3","2","STL"
"44425","2","3","ATL"
"44426","1","3","ATL"
"44427","0","3","ATL"
"44428","1","3","ATL"
"44429","2","3","ATL"
"44430","3","2","STL"
"44431","3","2","STL"
"44432","1","3","ATL"
"44433","2","3","ATL"
"44434","2","3","ATL"
"44435","3","2","STL"
"44436","2","3","ATL"
"44437","0","3","ATL"
"44438","3","1","STL"
"44439","3","2","STL"
"44440","0","3","ATL"
"44441","3","2","STL"
"44442","3","2","STL"
"44443","3","0","STL"
"44444","1","3","ATL"
"44445","1","3","ATL"
"44446","2","3","ATL"
"44447","1","3","ATL"
"44448","1","3","ATL"
"44449","3","1","STL"
"44450","3","1","STL"
"44451","3","1","STL"
"44452","2","3","ATL"
"44453","2","3","ATL"
"44454","1","3","ATL"
"44455","2","3","ATL"
"44456","1","3","ATL"
"44457","1","3","ATL"
"44458","1","3","ATL"
"44459","3","1","STL"
"44460","1","3","ATL"
"44461","1","3","ATL"
"44462","3","2","STL"
"44463","2","3","ATL"
"44464","3","1","STL"
"44465","1","3","ATL"
"44466","3","0","STL"
"44467","3","0","STL"
"44468","0","3","ATL"
"44469","3","1","STL"
"44470","2","3","ATL"
"44471","2","3","ATL"
"44472","3","2","STL"
"44473","2","3","ATL"
"44474","3","0","STL"
"44475","2","3","ATL"
"44476","0","3","ATL"
"44477","1","3","ATL"
"44478","3","2","STL"
"44479","3","1","STL"
"44480","3","1","STL"
"44481","2","3","ATL"
"44482","2","3","ATL"
"44483","3","2","STL"
"44484","3","2","STL"
"44485","3","1","STL"
"44486","1","3","ATL"
"44487","3","0","STL"
"44488","2","3","ATL"
"44489","0","3","ATL"
"44490","2","3","ATL"
"44491","2","3","ATL"
"44492","1","3","ATL"
"44493","1","3","ATL"
"44494","2","3","ATL"
"44495","2","3","ATL"
"44496","2","3","ATL"
"44497","3","2","STL"
"44498","1","3","ATL"
"44499","0","3","ATL"
"44500","0","3","ATL"
"44501","1","3","ATL"
"44502","3","2","STL"
"44503","1","3","ATL"
"44504","1","3","ATL"
"44505","1","3","ATL"
"44506","3","0","STL"
"44507","0","3","ATL"
"44508","1","3","ATL"
"44509","3","0","STL"
"44510","3","2","STL"
"44511","3","2","STL"
"44512","3","2","STL"
"44513","3","2","STL"
"44514","2","3","ATL"
"44515","0","3","ATL"
"44516","0","3","ATL"
"44517","3","0","STL"
"44518","2","3","ATL"
"44519","3","2","STL"
"44520","3","2","STL"
"44521","2","3","ATL"
"44522","3","0","STL"
"44523","2","3","ATL"
"44524","3","1","STL"
"44525","2","3","ATL"
"44526","1","3","ATL"
"44527","0","3","ATL"
"44528","2","3","ATL"
"44529","3","2","STL"
"44530","2","3","ATL"
"44531","3","2","STL"
"44532","2","3","ATL"
"44533","1","3","ATL"
"44534","3","2","STL"
"44535","0","3","ATL"
"44536","2","3","ATL"
"44537","3","1","STL"
"44538","3","0","STL"
"44539","3","0","STL"
"44540","1","3","ATL"
"44541","3","2","STL"
"44542","0","3","ATL"
"44543","3","2","STL"
"44544","3","2","STL"
"44545","1","3","ATL"
"44546","2","3","ATL"
"44547","3","2","STL"
"44548","0","3","ATL"
"44549","3","0","STL"
"44550","3","1","STL"
"44551","2","3","ATL"
"44552","1","3","ATL"
"44553","3","2","STL"
"44554","2","3","ATL"
"44555","2","3","ATL"
"44556","0","3","ATL"
"44557","3","1","STL"
"44558","3","0","STL"
"44559","0","3","ATL"
"44560","3","0","STL"
"44561","2","3","ATL"
"44562","2","3","ATL"
"44563","0","3","ATL"
"44564","1","3","ATL"
"44565","2","3","ATL"
"44566","0","3","ATL"
"44567","3","1","STL"
"44568","2","3","ATL"
"44569","3","2","STL"
"44570","2","3","ATL"
"44571","1","3","ATL"
"44572","2","3","ATL"
"44573","3","1","STL"
"44574","3","1","STL"
"44575","2","3","ATL"
"44576","1","3","ATL"
"44577","2","3","ATL"
"44578","1","3","ATL"
"44579","3","2","STL"
"44580","2","3","ATL"
"44581","0","3","ATL"
"44582","2","3","ATL"
"44583","3","1","STL"
"44584","3","1","STL"
"44585","1","3","ATL"
"44586","3","2","STL"
"44587","3","2","STL"
"44588","3","2","STL"
"44589","2","3","ATL"
"44590","0","3","ATL"
"44591","3","2","STL"
"44592","1","3","ATL"
"44593","1","3","ATL"
"44594","3","2","STL"
"44595","0","3","ATL"
"44596","0","3","ATL"
"44597","3","2","STL"
"44598","2","3","ATL"
"44599","3","1","STL"
"44600","2","3","ATL"
"44601","0","3","ATL"
"44602","1","3","ATL"
"44603","2","3","ATL"
"44604","2","3","ATL"
"44605","0","3","ATL"
"44606","1","3","ATL"
"44607","0","3","ATL"
"44608","2","3","ATL"
"44609","2","3","ATL"
"44610","1","3","ATL"
"44611","3","2","STL"
"44612","2","3","ATL"
"44613","3","1","STL"
"44614","0","3","ATL"
"44615","1","3","ATL"
"44616","3","1","STL"
"44617","0","3","ATL"
"44618","2","3","ATL"
"44619","3","0","STL"
"44620","3","2","STL"
"44621","2","3","ATL"
"44622","2","3","ATL"
"44623","1","3","ATL"
"44624","0","3","ATL"
"44625","1","3","ATL"
"44626","2","3","ATL"
"44627","3","0","STL"
"44628","3","2","STL"
"44629","2","3","ATL"
"44630","0","3","ATL"
"44631","3","2","STL"
"44632","1","3","ATL"
"44633","0","3","ATL"
"44634","3","1","STL"
"44635","3","0","STL"
"44636","0","3","ATL"
"44637","1","3","ATL"
"44638","3","0","STL"
"44639","3","1","STL"
"44640","3","1","STL"
"44641","3","0","STL"
"44642","1","3","ATL"
"44643","1","3","ATL"
"44644","1","3","ATL"
"44645","3","2","STL"
"44646","1","3","ATL"
"44647","1","3","ATL"
"44648","2","3","ATL"
"44649","1","3","ATL"
"44650","3","1","STL"
"44651","2","3","ATL"
"44652","3","1","STL"
"44653","3","1","STL"
"44654","1","3","ATL"
"44655","3","0","STL"
"44656","1","3","ATL"
"44657","1","3","ATL"
"44658","2","3","ATL"
"44659","2","3","ATL"
"44660","3","1","STL"
"44661","3","2","STL"
"44662","1","3","ATL"
"44663","3","2","STL"
"44664","2","3","ATL"
"44665","2","3","ATL"
"44666","2","3","ATL"
"44667","1","3","ATL"
"44668","2","3","ATL"
"44669","3","0","STL"
"44670","3","1","STL"
"44671","3","1","STL"
"44672","3","2","STL"
"44673","1","3","ATL"
"44674","3","1","STL"
"44675","0","3","ATL"
"44676","3","2","STL"
"44677","0","3","ATL"
"44678","3","0","STL"
"44679","1","3","ATL"
"44680","2","3","ATL"
"44681","3","0","STL"
"44682","3","1","STL"
"44683","3","1","STL"
"44684","0","3","ATL"
"44685","0","3","ATL"
"44686","2","3","ATL"
"44687","1","3","ATL"
"44688","3","2","STL"
"44689","3","2","STL"
"44690","0","3","ATL"
"44691","3","2","STL"
"44692","2","3","ATL"
"44693","1","3","ATL"
"44694","3","0","STL"
"44695","0","3","ATL"
"44696","1","3","ATL"
"44697","1","3","ATL"
"44698","2","3","ATL"
"44699","3","2","STL"
"44700","2","3","ATL"
"44701","3","2","STL"
"44702","3","2","STL"
"44703","0","3","ATL"
"44704","0","3","ATL"
"44705","3","1","STL"
"44706","2","3","ATL"
"44707","2","3","ATL"
"44708","3","2","STL"
"44709","1","3","ATL"
"44710","2","3","ATL"
"44711","3","0","STL"
"44712","3","1","STL"
"44713","1","3","ATL"
"44714","1","3","ATL"
"44715","2","3","ATL"
"44716","3","0","STL"
"44717","1","3","ATL"
"44718","0","3","ATL"
"44719","3","1","STL"
"44720","3","0","STL"
"44721","0","3","ATL"
"44722","2","3","ATL"
"44723","1","3","ATL"
"44724","2","3","ATL"
"44725","3","2","STL"
"44726","3","0","STL"
"44727","0","3","ATL"
"44728","1","3","ATL"
"44729","1","3","ATL"
"44730","3","2","STL"
"44731","3","2","STL"
"44732","1","3","ATL"
"44733","2","3","ATL"
"44734","2","3","ATL"
"44735","2","3","ATL"
"44736","2","3","ATL"
"44737","1","3","ATL"
"44738","2","3","ATL"
"44739","0","3","ATL"
"44740","2","3","ATL"
"44741","3","2","STL"
"44742","0","3","ATL"
"44743","0","3","ATL"
"44744","3","1","STL"
"44745","2","3","ATL"
"44746","2","3","ATL"
"44747","2","3","ATL"
"44748","0","3","ATL"
"44749","0","3","ATL"
"44750","1","3","ATL"
"44751","1","3","ATL"
"44752","0","3","ATL"
"44753","3","2","STL"
"44754","2","3","ATL"
"44755","1","3","ATL"
"44756","3","2","STL"
"44757","3","0","STL"
"44758","3","2","STL"
"44759","3","1","STL"
"44760","1","3","ATL"
"44761","2","3","ATL"
"44762","2","3","ATL"
"44763","1","3","ATL"
"44764","0","3","ATL"
"44765","3","1","STL"
"44766","0","3","ATL"
"44767","3","2","STL"
"44768","0","3","ATL"
"44769","0","3","ATL"
"44770","1","3","ATL"
"44771","2","3","ATL"
"44772","3","2","STL"
"44773","3","1","STL"
"44774","3","2","STL"
"44775","2","3","ATL"
"44776","3","0","STL"
"44777","3","1","STL"
"44778","1","3","ATL"
"44779","3","1","STL"
"44780","1","3","ATL"
"44781","3","2","STL"
"44782","2","3","ATL"
"44783","3","1","STL"
