"","STL","ATL","Series Winner"
"1181","2","3","ATL"
"1182","2","3","ATL"
"1183","1","3","ATL"
"1184","3","1","STL"
"1185","3","1","STL"
"1186","1","3","ATL"
"1187","3","1","STL"
"1188","1","3","ATL"
"1189","3","2","STL"
"1190","2","3","ATL"
"1191","1","3","ATL"
"1192","3","2","STL"
"1193","0","3","ATL"
"1194","1","3","ATL"
"1195","0","3","ATL"
"1196","1","3","ATL"
"1197","0","3","ATL"
"1198","1","3","ATL"
"1199","3","0","STL"
"1200","3","1","STL"
"1201","0","3","ATL"
"1202","3","2","STL"
"1203","1","3","ATL"
"1204","0","3","ATL"
"1205","2","3","ATL"
"1206","0","3","ATL"
"1207","2","3","ATL"
"1208","2","3","ATL"
"1209","2","3","ATL"
"1210","1","3","ATL"
"1211","3","2","STL"
"1212","3","2","STL"
"1213","1","3","ATL"
"1214","0","3","ATL"
"1215","3","1","STL"
"1216","3","2","STL"
"1217","1","3","ATL"
"1218","0","3","ATL"
"1219","3","2","STL"
"1220","0","3","ATL"
"1221","3","0","STL"
"1222","1","3","ATL"
"1223","0","3","ATL"
"1224","2","3","ATL"
"1225","1","3","ATL"
"1226","1","3","ATL"
"1227","3","1","STL"
"1228","2","3","ATL"
"1229","3","2","STL"
"1230","2","3","ATL"
"1231","3","2","STL"
"1232","1","3","ATL"
"1233","2","3","ATL"
"1234","3","0","STL"
"1235","1","3","ATL"
"1236","3","1","STL"
"1237","1","3","ATL"
"1238","2","3","ATL"
"1239","3","2","STL"
"1240","0","3","ATL"
"1241","3","2","STL"
"1242","3","1","STL"
"1243","1","3","ATL"
"1244","3","0","STL"
"1245","1","3","ATL"
"1246","1","3","ATL"
"1247","0","3","ATL"
"1248","3","1","STL"
"1249","1","3","ATL"
"1250","1","3","ATL"
"1251","2","3","ATL"
"1252","3","2","STL"
"1253","1","3","ATL"
"1254","3","2","STL"
"1255","0","3","ATL"
"1256","3","2","STL"
"1257","2","3","ATL"
"1258","2","3","ATL"
"1259","3","1","STL"
"1260","1","3","ATL"
"1261","0","3","ATL"
"1262","3","0","STL"
"1263","2","3","ATL"
"1264","1","3","ATL"
"1265","3","0","STL"
"1266","3","0","STL"
"1267","1","3","ATL"
"1268","1","3","ATL"
"1269","1","3","ATL"
"1270","3","1","STL"
"1271","3","1","STL"
"1272","2","3","ATL"
"1273","3","1","STL"
"1274","3","1","STL"
"1275","3","2","STL"
"1276","2","3","ATL"
"1277","3","2","STL"
"1278","1","3","ATL"
"1279","1","3","ATL"
"1280","2","3","ATL"
"1281","2","3","ATL"
"1282","1","3","ATL"
"1283","0","3","ATL"
"1284","1","3","ATL"
"1285","0","3","ATL"
"1286","3","0","STL"
"1287","1","3","ATL"
"1288","3","0","STL"
"1289","1","3","ATL"
"1290","1","3","ATL"
"1291","0","3","ATL"
"1292","2","3","ATL"
"1293","1","3","ATL"
"1294","1","3","ATL"
"1295","3","0","STL"
"1296","2","3","ATL"
"1297","0","3","ATL"
"1298","2","3","ATL"
"1299","3","0","STL"
"1300","0","3","ATL"
"1301","1","3","ATL"
"1302","0","3","ATL"
"1303","2","3","ATL"
"1304","2","3","ATL"
"1305","3","0","STL"
"1306","1","3","ATL"
"1307","0","3","ATL"
"1308","1","3","ATL"
"1309","2","3","ATL"
"1310","3","2","STL"
"1311","2","3","ATL"
"1312","1","3","ATL"
"1313","3","0","STL"
"1314","0","3","ATL"
"1315","1","3","ATL"
"1316","0","3","ATL"
"1317","2","3","ATL"
"1318","1","3","ATL"
"1319","1","3","ATL"
"1320","2","3","ATL"
"1321","2","3","ATL"
"1322","0","3","ATL"
"1323","1","3","ATL"
"1324","0","3","ATL"
"1325","2","3","ATL"
"1326","1","3","ATL"
"1327","1","3","ATL"
"1328","3","2","STL"
"1329","3","2","STL"
"1330","2","3","ATL"
"1331","3","1","STL"
"1332","1","3","ATL"
"1333","3","0","STL"
"1334","3","2","STL"
"1335","3","2","STL"
"1336","2","3","ATL"
"1337","2","3","ATL"
"1338","3","0","STL"
"1339","0","3","ATL"
"1340","1","3","ATL"
"1341","2","3","ATL"
"1342","3","1","STL"
"1343","2","3","ATL"
"1344","2","3","ATL"
"1345","3","0","STL"
"1346","3","1","STL"
"1347","1","3","ATL"
"1348","0","3","ATL"
"1349","0","3","ATL"
"1350","1","3","ATL"
"1351","3","0","STL"
"1352","1","3","ATL"
"1353","2","3","ATL"
"1354","3","2","STL"
"1355","3","2","STL"
"1356","1","3","ATL"
"1357","0","3","ATL"
"1358","0","3","ATL"
"1359","1","3","ATL"
"1360","2","3","ATL"
"1361","2","3","ATL"
"1362","3","0","STL"
"1363","2","3","ATL"
"1364","0","3","ATL"
"1365","1","3","ATL"
"1366","2","3","ATL"
"1367","1","3","ATL"
"1368","3","2","STL"
"1369","3","1","STL"
"1370","3","1","STL"
"1371","1","3","ATL"
"1372","2","3","ATL"
"1373","2","3","ATL"
"1374","3","2","STL"
"1375","0","3","ATL"
"1376","0","3","ATL"
"1377","3","0","STL"
"1378","2","3","ATL"
"1379","3","2","STL"
"1380","1","3","ATL"
"1381","1","3","ATL"
"1382","2","3","ATL"
"1383","1","3","ATL"
"1384","3","0","STL"
"1385","2","3","ATL"
"1386","3","1","STL"
"1387","3","2","STL"
"1388","2","3","ATL"
"1389","2","3","ATL"
"1390","3","0","STL"
"1391","1","3","ATL"
"1392","2","3","ATL"
"1393","2","3","ATL"
"1394","0","3","ATL"
"1395","0","3","ATL"
"1396","3","1","STL"
"1397","2","3","ATL"
"1398","0","3","ATL"
"1399","1","3","ATL"
"1400","3","1","STL"
"1401","3","1","STL"
"1402","3","2","STL"
"1403","3","2","STL"
"1404","1","3","ATL"
"1405","2","3","ATL"
"1406","3","1","STL"
"1407","0","3","ATL"
"1408","3","1","STL"
"1409","3","1","STL"
"1410","2","3","ATL"
"1411","3","0","STL"
"1412","2","3","ATL"
"1413","1","3","ATL"
"1414","2","3","ATL"
"1415","3","1","STL"
"1416","3","0","STL"
"1417","0","3","ATL"
"1418","3","0","STL"
"1419","1","3","ATL"
"1420","3","2","STL"
"1421","3","0","STL"
"1422","1","3","ATL"
"1423","3","1","STL"
"1424","3","0","STL"
"1425","2","3","ATL"
"1426","3","1","STL"
"1427","1","3","ATL"
"1428","1","3","ATL"
"1429","3","1","STL"
"1430","3","1","STL"
"1431","3","0","STL"
"1432","2","3","ATL"
"1433","2","3","ATL"
"1434","1","3","ATL"
"1435","0","3","ATL"
"1436","0","3","ATL"
"1437","1","3","ATL"
"1438","2","3","ATL"
"1439","3","2","STL"
"1440","1","3","ATL"
"1441","0","3","ATL"
"1442","3","0","STL"
"1443","3","2","STL"
"1444","1","3","ATL"
"1445","0","3","ATL"
"1446","3","0","STL"
"1447","3","1","STL"
"1448","3","2","STL"
"1449","3","2","STL"
"1450","1","3","ATL"
"1451","1","3","ATL"
"1452","3","1","STL"
"1453","2","3","ATL"
"1454","3","0","STL"
"1455","1","3","ATL"
"1456","2","3","ATL"
"1457","0","3","ATL"
"1458","0","3","ATL"
"1459","3","2","STL"
"1460","0","3","ATL"
"1461","2","3","ATL"
"1462","3","0","STL"
"1463","1","3","ATL"
"1464","3","1","STL"
"1465","1","3","ATL"
"1466","3","1","STL"
"1467","0","3","ATL"
"1468","3","2","STL"
"1469","0","3","ATL"
"1470","3","1","STL"
"1471","0","3","ATL"
"1472","1","3","ATL"
"1473","1","3","ATL"
"1474","0","3","ATL"
"1475","0","3","ATL"
"1476","3","0","STL"
"1477","0","3","ATL"
"1478","3","0","STL"
"1479","1","3","ATL"
"1480","3","1","STL"
"1481","3","2","STL"
"1482","3","0","STL"
"1483","3","1","STL"
"1484","3","2","STL"
"1485","1","3","ATL"
"1486","3","2","STL"
"1487","3","0","STL"
"1488","1","3","ATL"
"1489","3","0","STL"
"1490","3","0","STL"
"1491","0","3","ATL"
"1492","2","3","ATL"
"1493","3","1","STL"
"1494","2","3","ATL"
"1495","2","3","ATL"
"1496","1","3","ATL"
"1497","2","3","ATL"
"1498","1","3","ATL"
"1499","3","2","STL"
"1500","3","0","STL"
"1501","1","3","ATL"
"1502","0","3","ATL"
"1503","1","3","ATL"
"1504","2","3","ATL"
"1505","1","3","ATL"
"1506","1","3","ATL"
"1507","1","3","ATL"
"1508","1","3","ATL"
"1509","1","3","ATL"
"1510","2","3","ATL"
"1511","2","3","ATL"
"1512","2","3","ATL"
"1513","1","3","ATL"
"1514","0","3","ATL"
"1515","3","1","STL"
"1516","3","1","STL"
"1517","0","3","ATL"
"1518","0","3","ATL"
"1519","2","3","ATL"
"1520","1","3","ATL"
"1521","3","0","STL"
"1522","1","3","ATL"
"1523","0","3","ATL"
"1524","1","3","ATL"
"1525","2","3","ATL"
"1526","2","3","ATL"
"1527","0","3","ATL"
"1528","1","3","ATL"
"1529","0","3","ATL"
"1530","2","3","ATL"
"1531","2","3","ATL"
"1532","3","0","STL"
"1533","3","1","STL"
"1534","3","2","STL"
"1535","3","2","STL"
"1536","3","1","STL"
"1537","3","2","STL"
"1538","0","3","ATL"
"1539","1","3","ATL"
"1540","2","3","ATL"
"1541","1","3","ATL"
"1542","3","0","STL"
"1543","3","2","STL"
"1544","2","3","ATL"
"1545","3","2","STL"
"1546","3","2","STL"
"1547","2","3","ATL"
"1548","0","3","ATL"
"1549","1","3","ATL"
"1550","3","0","STL"
"1551","0","3","ATL"
"1552","3","2","STL"
"1553","3","2","STL"
"1554","1","3","ATL"
"1555","3","1","STL"
"1556","2","3","ATL"
"1557","3","2","STL"
"1558","3","2","STL"
"1559","1","3","ATL"
"1560","3","0","STL"
"1561","1","3","ATL"
"1562","2","3","ATL"
"1563","1","3","ATL"
"1564","3","2","STL"
"1565","1","3","ATL"
"1566","0","3","ATL"
"1567","3","2","STL"
"1568","0","3","ATL"
"1569","1","3","ATL"
"1570","1","3","ATL"
"1571","2","3","ATL"
"1572","0","3","ATL"
"1573","2","3","ATL"
"1574","3","2","STL"
"1575","3","1","STL"
"1576","3","1","STL"
"1577","3","2","STL"
"1578","2","3","ATL"
"1579","3","2","STL"
"1580","3","1","STL"
"1581","1","3","ATL"
"1582","3","1","STL"
"1583","2","3","ATL"
"1584","1","3","ATL"
"1585","2","3","ATL"
"1586","3","2","STL"
"1587","3","2","STL"
"1588","0","3","ATL"
"1589","2","3","ATL"
"1590","2","3","ATL"
"1591","2","3","ATL"
"1592","1","3","ATL"
"1593","0","3","ATL"
"1594","0","3","ATL"
"1595","1","3","ATL"
"1596","0","3","ATL"
"1597","2","3","ATL"
"1598","1","3","ATL"
"1599","3","1","STL"
"1600","2","3","ATL"
"1601","1","3","ATL"
"1602","3","1","STL"
"1603","3","1","STL"
"1604","3","1","STL"
"1605","0","3","ATL"
"1606","3","1","STL"
"1607","1","3","ATL"
"1608","1","3","ATL"
"1609","0","3","ATL"
"1610","1","3","ATL"
"1611","3","1","STL"
"1612","0","3","ATL"
"1613","3","0","STL"
"1614","3","0","STL"
"1615","0","3","ATL"
"1616","0","3","ATL"
"1617","3","1","STL"
"1618","3","2","STL"
"1619","3","1","STL"
"1620","0","3","ATL"
"1621","1","3","ATL"
"1622","3","2","STL"
"1623","2","3","ATL"
"1624","0","3","ATL"
"1625","2","3","ATL"
"1626","1","3","ATL"
"1627","0","3","ATL"
"1628","3","0","STL"
"1629","2","3","ATL"
"1630","0","3","ATL"
"1631","0","3","ATL"
"1632","0","3","ATL"
"1633","2","3","ATL"
"1634","3","2","STL"
"1635","1","3","ATL"
"1636","2","3","ATL"
"1637","3","1","STL"
"1638","1","3","ATL"
"1639","1","3","ATL"
"1640","1","3","ATL"
"1641","1","3","ATL"
"1642","2","3","ATL"
"1643","0","3","ATL"
"1644","2","3","ATL"
"1645","2","3","ATL"
"1646","1","3","ATL"
"1647","3","0","STL"
"1648","0","3","ATL"
"1649","2","3","ATL"
"1650","0","3","ATL"
"1651","1","3","ATL"
"1652","3","0","STL"
"1653","0","3","ATL"
"1654","1","3","ATL"
"1655","3","2","STL"
"1656","0","3","ATL"
"1657","0","3","ATL"
"1658","1","3","ATL"
"1659","1","3","ATL"
"1660","1","3","ATL"
"1661","0","3","ATL"
"1662","2","3","ATL"
"1663","2","3","ATL"
"1664","0","3","ATL"
"1665","1","3","ATL"
"1666","3","0","STL"
"1667","2","3","ATL"
"1668","3","0","STL"
"1669","1","3","ATL"
"1670","1","3","ATL"
"1671","0","3","ATL"
"1672","2","3","ATL"
"1673","2","3","ATL"
"1674","3","0","STL"
"1675","3","2","STL"
"1676","1","3","ATL"
"1677","3","2","STL"
"1678","1","3","ATL"
"1679","1","3","ATL"
"1680","3","0","STL"
"1681","1","3","ATL"
"1682","3","2","STL"
"1683","2","3","ATL"
"1684","3","2","STL"
"1685","1","3","ATL"
"1686","3","2","STL"
"1687","2","3","ATL"
"1688","3","0","STL"
"1689","0","3","ATL"
"1690","3","1","STL"
"1691","0","3","ATL"
"1692","1","3","ATL"
"1693","3","2","STL"
"1694","2","3","ATL"
"1695","0","3","ATL"
"1696","2","3","ATL"
"1697","2","3","ATL"
"1698","3","1","STL"
"1699","3","0","STL"
"1700","1","3","ATL"
"1701","1","3","ATL"
"1702","1","3","ATL"
"1703","3","1","STL"
"1704","3","2","STL"
"1705","2","3","ATL"
"1706","3","1","STL"
"1707","1","3","ATL"
"1708","3","0","STL"
"1709","3","0","STL"
"1710","1","3","ATL"
"1711","2","3","ATL"
"1712","3","2","STL"
"1713","0","3","ATL"
"1714","3","2","STL"
"1715","3","2","STL"
"1716","0","3","ATL"
"1717","1","3","ATL"
"1718","1","3","ATL"
"1719","3","0","STL"
"1720","0","3","ATL"
"1721","3","1","STL"
"1722","2","3","ATL"
"1723","2","3","ATL"
"1724","3","0","STL"
"1725","1","3","ATL"
"1726","3","2","STL"
"1727","3","0","STL"
"1728","1","3","ATL"
"1729","3","2","STL"
"1730","3","1","STL"
"1731","1","3","ATL"
"1732","3","0","STL"
"1733","1","3","ATL"
"1734","2","3","ATL"
"1735","1","3","ATL"
"1736","3","2","STL"
"1737","2","3","ATL"
"1738","1","3","ATL"
"1739","0","3","ATL"
"1740","3","1","STL"
"1741","1","3","ATL"
"1742","2","3","ATL"
"1743","3","1","STL"
"1744","2","3","ATL"
"1745","2","3","ATL"
"1746","0","3","ATL"
"1747","3","0","STL"
"1748","3","1","STL"
"1749","3","0","STL"
"1750","3","0","STL"
"1751","2","3","ATL"
"1752","0","3","ATL"
"1753","0","3","ATL"
"1754","2","3","ATL"
"1755","3","2","STL"
"1756","3","2","STL"
"1757","3","0","STL"
"1758","0","3","ATL"
"1759","3","0","STL"
"1760","3","1","STL"
"1761","1","3","ATL"
"1762","2","3","ATL"
"1763","3","2","STL"
"1764","2","3","ATL"
"1765","3","2","STL"
"1766","3","1","STL"
"1767","2","3","ATL"
"1768","0","3","ATL"
"1769","3","1","STL"
"1770","3","2","STL"
"1771","2","3","ATL"
"1772","3","2","STL"
"1773","3","0","STL"
"1774","3","2","STL"
"1775","3","2","STL"
"1776","1","3","ATL"
"1777","0","3","ATL"
"1778","3","2","STL"
"1779","3","0","STL"
"1780","3","0","STL"
"1781","3","1","STL"
"1782","0","3","ATL"
"1783","1","3","ATL"
"1784","1","3","ATL"
"1785","3","1","STL"
"1786","3","1","STL"
"1787","0","3","ATL"
"1788","0","3","ATL"
"1789","3","2","STL"
"1790","3","0","STL"
"1791","3","1","STL"
"1792","2","3","ATL"
"1793","0","3","ATL"
"1794","3","0","STL"
"1795","0","3","ATL"
"1796","0","3","ATL"
"1797","2","3","ATL"
"1798","1","3","ATL"
"1799","0","3","ATL"
"1800","0","3","ATL"
"1801","3","1","STL"
"1802","3","2","STL"
"1803","2","3","ATL"
"1804","2","3","ATL"
"1805","2","3","ATL"
"1806","0","3","ATL"
"1807","1","3","ATL"
"1808","3","0","STL"
"1809","3","2","STL"
"1810","3","0","STL"
"1811","3","1","STL"
"1812","1","3","ATL"
"1813","3","2","STL"
"1814","0","3","ATL"
"1815","3","0","STL"
"1816","3","2","STL"
"1817","1","3","ATL"
"1818","2","3","ATL"
"1819","1","3","ATL"
"1820","2","3","ATL"
"1821","1","3","ATL"
"1822","3","1","STL"
"1823","2","3","ATL"
"1824","2","3","ATL"
"1825","3","1","STL"
"1826","0","3","ATL"
"1827","2","3","ATL"
"1828","3","1","STL"
"1829","1","3","ATL"
"1830","2","3","ATL"
"1831","0","3","ATL"
"1832","1","3","ATL"
"1833","3","1","STL"
"1834","3","0","STL"
"1835","1","3","ATL"
"1836","2","3","ATL"
"1837","3","0","STL"
"1838","1","3","ATL"
"1839","3","2","STL"
"1840","2","3","ATL"
"1841","0","3","ATL"
"1842","2","3","ATL"
"1843","3","2","STL"
"1844","0","3","ATL"
"1845","2","3","ATL"
"1846","3","1","STL"
"1847","1","3","ATL"
"1848","0","3","ATL"
"1849","1","3","ATL"
"1850","2","3","ATL"
"1851","3","2","STL"
"1852","3","0","STL"
"1853","3","1","STL"
"1854","3","2","STL"
"1855","1","3","ATL"
"1856","3","1","STL"
"1857","0","3","ATL"
"1858","3","2","STL"
"1859","3","1","STL"
"1860","3","0","STL"
"1861","3","2","STL"
"1862","1","3","ATL"
"1863","1","3","ATL"
"1864","3","1","STL"
"1865","3","2","STL"
"1866","3","1","STL"
"1867","2","3","ATL"
"1868","3","2","STL"
"1869","2","3","ATL"
"1870","3","0","STL"
"1871","3","1","STL"
"1872","3","2","STL"
"1873","0","3","ATL"
"1874","1","3","ATL"
"1875","2","3","ATL"
"1876","0","3","ATL"
"1877","3","0","STL"
"1878","3","2","STL"
"1879","1","3","ATL"
"1880","1","3","ATL"
"1881","2","3","ATL"
"1882","2","3","ATL"
"1883","3","2","STL"
"1884","2","3","ATL"
"1885","3","2","STL"
"1886","3","1","STL"
"1887","3","1","STL"
"1888","1","3","ATL"
"1889","2","3","ATL"
"1890","3","0","STL"
"1891","3","2","STL"
"1892","0","3","ATL"
"1893","0","3","ATL"
"1894","1","3","ATL"
"1895","2","3","ATL"
"1896","2","3","ATL"
"1897","3","1","STL"
"1898","3","2","STL"
"1899","3","1","STL"
"1900","1","3","ATL"
"1901","3","2","STL"
"1902","3","2","STL"
"1903","3","2","STL"
"1904","1","3","ATL"
"1905","1","3","ATL"
"1906","0","3","ATL"
"1907","3","2","STL"
"1908","1","3","ATL"
"1909","3","2","STL"
"1910","0","3","ATL"
"1911","1","3","ATL"
"1912","1","3","ATL"
"1913","3","2","STL"
"1914","0","3","ATL"
"1915","0","3","ATL"
"1916","2","3","ATL"
"1917","1","3","ATL"
"1918","3","0","STL"
"1919","1","3","ATL"
"1920","3","1","STL"
"1921","0","3","ATL"
"1922","3","0","STL"
"1923","1","3","ATL"
"1924","1","3","ATL"
"1925","3","2","STL"
"1926","3","0","STL"
"1927","0","3","ATL"
"1928","1","3","ATL"
"1929","2","3","ATL"
"1930","2","3","ATL"
"1931","3","0","STL"
"1932","3","1","STL"
"1933","2","3","ATL"
"1934","3","2","STL"
"1935","1","3","ATL"
"1936","3","0","STL"
"1937","3","1","STL"
"1938","3","1","STL"
"1939","1","3","ATL"
"1940","2","3","ATL"
"1941","1","3","ATL"
"1942","0","3","ATL"
"1943","0","3","ATL"
"1944","1","3","ATL"
"1945","0","3","ATL"
"1946","3","1","STL"
"1947","1","3","ATL"
"1948","3","0","STL"
"1949","2","3","ATL"
"1950","1","3","ATL"
"1951","0","3","ATL"
"1952","3","1","STL"
"1953","2","3","ATL"
"1954","2","3","ATL"
"1955","1","3","ATL"
"1956","3","2","STL"
"1957","3","2","STL"
"1958","3","0","STL"
"1959","1","3","ATL"
"1960","1","3","ATL"
"1961","1","3","ATL"
"1962","3","0","STL"
"1963","3","2","STL"
"1964","3","0","STL"
"1965","3","1","STL"
"1966","1","3","ATL"
"1967","1","3","ATL"
"1968","3","2","STL"
"1969","0","3","ATL"
"1970","0","3","ATL"
"1971","1","3","ATL"
"1972","0","3","ATL"
"1973","0","3","ATL"
"1974","3","1","STL"
"1975","0","3","ATL"
"1976","3","1","STL"
"1977","0","3","ATL"
"1978","3","1","STL"
"1979","0","3","ATL"
"1980","3","1","STL"
"1981","1","3","ATL"
"1982","2","3","ATL"
"1983","3","0","STL"
"1984","2","3","ATL"
"1985","3","0","STL"
"1986","3","0","STL"
"1987","2","3","ATL"
"1988","3","2","STL"
"1989","3","2","STL"
"1990","2","3","ATL"
"1991","2","3","ATL"
"1992","2","3","ATL"
"1993","2","3","ATL"
"1994","1","3","ATL"
"1995","2","3","ATL"
"1996","0","3","ATL"
"1997","0","3","ATL"
"1998","0","3","ATL"
"1999","1","3","ATL"
"2000","0","3","ATL"
"2001","0","3","ATL"
"2002","3","0","STL"
"2003","3","1","STL"
"2004","1","3","ATL"
"2005","2","3","ATL"
"2006","3","2","STL"
"2007","3","2","STL"
"2008","3","2","STL"
"2009","3","2","STL"
"2010","2","3","ATL"
"2011","3","2","STL"
"2012","2","3","ATL"
"2013","0","3","ATL"
"2014","0","3","ATL"
"2015","3","1","STL"
"2016","0","3","ATL"
"2017","2","3","ATL"
"2018","2","3","ATL"
"2019","3","1","STL"
"2020","3","0","STL"
"2021","3","2","STL"
"2022","1","3","ATL"
"2023","2","3","ATL"
"2024","2","3","ATL"
"2025","0","3","ATL"
"2026","2","3","ATL"
"2027","3","1","STL"
"2028","0","3","ATL"
"2029","1","3","ATL"
"2030","1","3","ATL"
"2031","1","3","ATL"
"2032","1","3","ATL"
"2033","3","1","STL"
"2034","2","3","ATL"
"2035","2","3","ATL"
"2036","1","3","ATL"
"2037","3","1","STL"
"2038","2","3","ATL"
"2039","3","2","STL"
"2040","3","2","STL"
"2041","2","3","ATL"
"2042","3","1","STL"
"2043","2","3","ATL"
"2044","0","3","ATL"
"2045","3","1","STL"
"2046","0","3","ATL"
"2047","0","3","ATL"
"2048","2","3","ATL"
"2049","2","3","ATL"
"2050","0","3","ATL"
"2051","1","3","ATL"
"2052","1","3","ATL"
"2053","3","1","STL"
"2054","2","3","ATL"
"2055","1","3","ATL"
"2056","3","0","STL"
"2057","2","3","ATL"
"2058","1","3","ATL"
"2059","3","2","STL"
"2060","0","3","ATL"
"2061","2","3","ATL"
"2062","2","3","ATL"
"2063","1","3","ATL"
"2064","2","3","ATL"
"2065","1","3","ATL"
"2066","3","1","STL"
"2067","1","3","ATL"
"2068","3","2","STL"
"2069","2","3","ATL"
"2070","1","3","ATL"
"2071","1","3","ATL"
"2072","0","3","ATL"
"2073","2","3","ATL"
"2074","2","3","ATL"
"2075","3","2","STL"
"2076","0","3","ATL"
"2077","2","3","ATL"
"2078","3","1","STL"
"2079","3","2","STL"
"2080","3","2","STL"
"2081","1","3","ATL"
"2082","3","2","STL"
"2083","1","3","ATL"
"2084","1","3","ATL"
"2085","1","3","ATL"
"2086","1","3","ATL"
"2087","1","3","ATL"
"2088","3","0","STL"
"2089","3","2","STL"
"2090","0","3","ATL"
"2091","3","2","STL"
"2092","3","1","STL"
"2093","3","2","STL"
"2094","1","3","ATL"
"2095","0","3","ATL"
"2096","3","1","STL"
"2097","1","3","ATL"
"2098","0","3","ATL"
"2099","2","3","ATL"
"2100","2","3","ATL"
"2101","2","3","ATL"
"2102","3","2","STL"
"2103","0","3","ATL"
"2104","2","3","ATL"
"2105","1","3","ATL"
"2106","1","3","ATL"
"2107","1","3","ATL"
"2108","3","1","STL"
"2109","3","2","STL"
"2110","1","3","ATL"
"2111","2","3","ATL"
"2112","0","3","ATL"
"2113","1","3","ATL"
"2114","1","3","ATL"
"2115","3","1","STL"
"2116","2","3","ATL"
"2117","0","3","ATL"
"2118","3","0","STL"
"2119","0","3","ATL"
"2120","3","0","STL"
"2121","0","3","ATL"
"2122","3","2","STL"
"2123","0","3","ATL"
"2124","2","3","ATL"
"2125","2","3","ATL"
"2126","2","3","ATL"
"2127","0","3","ATL"
"2128","2","3","ATL"
"2129","0","3","ATL"
"2130","3","2","STL"
"2131","3","2","STL"
"2132","2","3","ATL"
"2133","3","0","STL"
"2134","0","3","ATL"
"2135","1","3","ATL"
"2136","3","1","STL"
"2137","1","3","ATL"
"2138","3","2","STL"
"2139","0","3","ATL"
"2140","1","3","ATL"
"2141","2","3","ATL"
"2142","0","3","ATL"
"2143","1","3","ATL"
"2144","3","0","STL"
"2145","3","1","STL"
"2146","3","2","STL"
"2147","2","3","ATL"
"2148","0","3","ATL"
"2149","3","2","STL"
"2150","3","1","STL"
"2151","1","3","ATL"
"2152","2","3","ATL"
"2153","1","3","ATL"
"2154","2","3","ATL"
"2155","3","1","STL"
"2156","3","2","STL"
"2157","3","2","STL"
"2158","3","1","STL"
"2159","3","1","STL"
"2160","3","2","STL"
"2161","3","1","STL"
"2162","3","0","STL"
"2163","1","3","ATL"
"2164","0","3","ATL"
"2165","2","3","ATL"
"2166","3","2","STL"
"2167","1","3","ATL"
"2168","1","3","ATL"
"2169","3","1","STL"
"2170","0","3","ATL"
"2171","2","3","ATL"
"2172","3","0","STL"
"2173","3","2","STL"
"2174","1","3","ATL"
"2175","1","3","ATL"
"2176","1","3","ATL"
"2177","1","3","ATL"
"2178","2","3","ATL"
"2179","0","3","ATL"
"2180","3","1","STL"
"2181","2","3","ATL"
"2182","3","0","STL"
"2183","2","3","ATL"
"2184","2","3","ATL"
"2185","3","1","STL"
"2186","1","3","ATL"
"2187","3","2","STL"
"2188","3","2","STL"
"2189","3","2","STL"
"2190","3","2","STL"
"2191","2","3","ATL"
"2192","0","3","ATL"
"2193","1","3","ATL"
"2194","2","3","ATL"
"2195","2","3","ATL"
