"","TBR","OAK","Winner"
"57320","5","9","OAK"
"57321","5","6","OAK"
"57322","2","1","TBR"
"57323","7","8","OAK"
"57324","5","3","TBR"
"57325","2","4","OAK"
"57326","2","16","OAK"
"57327","2","11","OAK"
"57328","0","5","OAK"
"57329","12","1","TBR"
"57330","3","8","OAK"
"57331","4","12","OAK"
"57332","8","4","TBR"
"57333","15","7","TBR"
"57334","8","14","OAK"
"57335","8","1","TBR"
"57336","7","4","TBR"
"57337","7","5","TBR"
"57338","9","2","TBR"
"57339","7","2","TBR"
"57340","6","8","OAK"
"57341","4","6","OAK"
"57342","5","5","TBR"
"57343","6","8","OAK"
"57344","6","4","TBR"
"57345","1","8","OAK"
"57346","1","3","OAK"
"57347","4","4","TBR"
"57348","4","9","OAK"
"57349","1","4","OAK"
"57350","10","8","TBR"
"57351","5","2","TBR"
"57352","10","7","TBR"
"57353","4","7","OAK"
"57354","2","6","OAK"
"57355","6","1","TBR"
"57356","6","2","TBR"
"57357","11","6","TBR"
"57358","2","7","OAK"
"57359","1","4","OAK"
"57360","3","1","TBR"
"57361","3","5","OAK"
"57362","1","2","OAK"
"57363","3","5","OAK"
"57364","4","6","OAK"
"57365","5","6","OAK"
"57366","4","2","TBR"
"57367","2","1","TBR"
"57368","3","2","TBR"
"57369","7","6","TBR"
"57370","1","7","OAK"
"57371","11","0","TBR"
"57372","1","3","OAK"
"57373","3","1","TBR"
"57374","5","6","OAK"
"57375","7","1","TBR"
"57376","2","9","OAK"
"57377","4","10","OAK"
"57378","9","13","OAK"
"57379","0","5","OAK"
"57380","4","5","OAK"
"57381","4","6","OAK"
"57382","2","5","OAK"
"57383","0","0","OAK"
"57384","3","10","OAK"
"57385","2","9","OAK"
"57386","7","10","OAK"
"57387","10","6","TBR"
"57388","7","5","TBR"
"57389","3","7","OAK"
"57390","8","5","TBR"
"57391","9","9","TBR"
"57392","3","5","OAK"
"57393","9","7","TBR"
"57394","3","5","OAK"
"57395","6","3","TBR"
"57396","7","3","TBR"
"57397","6","6","OAK"
"57398","6","1","TBR"
"57399","9","7","TBR"
"57400","7","3","TBR"
"57401","3","12","OAK"
"57402","6","1","TBR"
"57403","3","7","OAK"
"57404","4","3","TBR"
"57405","1","5","OAK"
"57406","4","5","OAK"
"57407","5","4","TBR"
"57408","10","4","TBR"
"57409","8","8","OAK"
"57410","4","6","OAK"
"57411","1","3","OAK"
"57412","4","1","TBR"
"57413","1","7","OAK"
"57414","4","8","OAK"
"57415","5","7","OAK"
"57416","5","13","OAK"
"57417","5","6","OAK"
"57418","3","11","OAK"
"57419","6","8","OAK"
"57420","7","4","TBR"
"57421","1","0","TBR"
"57422","1","13","OAK"
"57423","5","3","TBR"
"57424","4","10","OAK"
"57425","1","5","OAK"
"57426","4","6","OAK"
"57427","13","7","TBR"
"57428","5","4","TBR"
"57429","7","0","TBR"
"57430","4","9","OAK"
"57431","3","3","OAK"
"57432","1","6","OAK"
"57433","2","4","OAK"
"57434","7","6","TBR"
"57435","12","2","TBR"
"57436","5","6","OAK"
"57437","7","6","TBR"
"57438","4","1","TBR"
"57439","4","3","TBR"
"57440","6","7","OAK"
"57441","1","7","OAK"
"57442","0","7","OAK"
"57443","10","6","TBR"
"57444","7","3","TBR"
"57445","6","6","TBR"
"57446","1","7","OAK"
"57447","11","3","TBR"
"57448","0","3","OAK"
"57449","4","8","OAK"
"57450","7","0","TBR"
"57451","10","8","TBR"
"57452","2","3","OAK"
"57453","6","1","TBR"
"57454","9","5","TBR"
"57455","1","10","OAK"
"57456","8","1","TBR"
"57457","0","9","OAK"
"57458","5","4","TBR"
"57459","4","5","OAK"
"57460","4","10","OAK"
"57461","0","1","OAK"
"57462","1","5","OAK"
"57463","4","5","OAK"
"57464","2","8","OAK"
"57465","4","3","TBR"
"57466","6","3","TBR"
"57467","4","7","OAK"
"57468","4","8","OAK"
"57469","3","0","TBR"
"57470","7","4","TBR"
"57471","5","5","OAK"
"57472","5","5","TBR"
"57473","5","1","TBR"
"57474","8","8","OAK"
"57475","6","7","OAK"
"57476","11","7","TBR"
"57477","5","0","TBR"
"57478","13","7","TBR"
"57479","2","5","OAK"
"57480","4","2","TBR"
"57481","5","4","TBR"
"57482","6","2","TBR"
"57483","0","6","OAK"
"57484","3","5","OAK"
"57485","7","9","OAK"
"57486","4","3","TBR"
"57487","4","3","TBR"
"57488","4","5","OAK"
"57489","4","4","OAK"
"57490","6","3","TBR"
"57491","12","1","TBR"
"57492","3","5","OAK"
"57493","10","4","TBR"
"57494","2","10","OAK"
"57495","1","4","OAK"
"57496","1","9","OAK"
"57497","10","14","OAK"
"57498","3","5","OAK"
"57499","1","12","OAK"
"57500","6","14","OAK"
"57501","5","2","TBR"
"57502","1","4","OAK"
"57503","6","8","OAK"
"57504","7","3","TBR"
"57505","9","4","TBR"
"57506","8","2","TBR"
"57507","13","3","TBR"
"57508","2","4","OAK"
"57509","8","4","TBR"
"57510","10","14","OAK"
"57511","2","3","OAK"
"57512","7","5","TBR"
"57513","5","2","TBR"
"57514","6","1","TBR"
"57515","7","10","OAK"
"57516","1","3","OAK"
"57517","5","3","TBR"
"57518","4","7","OAK"
"57519","2","3","OAK"
"57520","9","4","TBR"
"57521","4","2","TBR"
"57522","0","2","OAK"
"57523","6","2","TBR"
"57524","4","8","OAK"
"57525","6","2","TBR"
"57526","7","2","TBR"
"57527","6","6","TBR"
"57528","5","6","OAK"
"57529","4","2","TBR"
"57530","1","4","OAK"
"57531","4","7","OAK"
"57532","4","5","OAK"
"57533","5","9","OAK"
"57534","5","3","TBR"
"57535","7","2","TBR"
"57536","5","6","OAK"
"57537","3","0","TBR"
"57538","4","4","OAK"
"57539","7","6","TBR"
"57540","8","5","TBR"
"57541","4","8","OAK"
"57542","5","7","OAK"
"57543","10","5","TBR"
"57544","7","0","TBR"
"57545","7","3","TBR"
"57546","5","7","OAK"
"57547","1","5","OAK"
"57548","8","4","TBR"
"57549","6","5","TBR"
"57550","6","9","OAK"
"57551","7","4","TBR"
"57552","5","4","TBR"
"57553","3","5","OAK"
"57554","6","3","TBR"
"57555","4","9","OAK"
"57556","8","2","TBR"
"57557","7","6","TBR"
"57558","4","1","TBR"
"57559","4","1","TBR"
"57560","1","5","OAK"
"57561","8","4","TBR"
"57562","4","2","TBR"
"57563","4","2","TBR"
"57564","6","4","TBR"
"57565","7","12","OAK"
"57566","4","10","OAK"
"57567","6","3","TBR"
"57568","8","7","TBR"
"57569","5","5","TBR"
"57570","6","3","TBR"
"57571","9","5","TBR"
"57572","3","1","TBR"
"57573","1","10","OAK"
"57574","8","4","TBR"
"57575","2","2","TBR"
"57576","1","10","OAK"
"57577","6","10","OAK"
"57578","11","2","TBR"
"57579","2","7","OAK"
"57580","8","2","TBR"
"57581","4","3","TBR"
"57582","9","5","TBR"
"57583","8","4","TBR"
"57584","4","2","TBR"
"57585","5","6","OAK"
"57586","11","4","TBR"
"57587","4","4","OAK"
"57588","5","8","OAK"
"57589","8","6","TBR"
"57590","10","9","TBR"
"57591","1","6","OAK"
"57592","3","3","OAK"
"57593","8","3","TBR"
"57594","9","0","TBR"
"57595","6","6","TBR"
"57596","6","2","TBR"
"57597","4","14","OAK"
"57598","4","2","TBR"
"57599","1","5","OAK"
"57600","2","2","TBR"
"57601","8","4","TBR"
"57602","6","2","TBR"
"57603","3","3","TBR"
"57604","5","7","OAK"
"57605","8","4","TBR"
"57606","7","3","TBR"
"57607","3","6","OAK"
"57608","3","6","OAK"
"57609","6","5","TBR"
"57610","1","0","TBR"
"57611","3","7","OAK"
"57612","1","6","OAK"
"57613","4","7","OAK"
"57614","10","4","TBR"
"57615","6","1","TBR"
"57616","2","12","OAK"
"57617","4","8","OAK"
"57618","4","8","OAK"
"57619","2","2","OAK"
"57620","6","0","TBR"
"57621","1","5","OAK"
"57622","4","3","TBR"
"57623","1","9","OAK"
"57624","8","5","TBR"
"57625","6","8","OAK"
"57626","7","8","OAK"
"57627","6","8","OAK"
"57628","5","2","TBR"
"57629","2","6","OAK"
"57630","10","8","TBR"
"57631","3","12","OAK"
"57632","1","6","OAK"
"57633","0","2","OAK"
"57634","6","4","TBR"
"57635","6","10","OAK"
"57636","4","6","OAK"
"57637","1","15","OAK"
"57638","1","6","OAK"
"57639","5","5","OAK"
"57640","13","6","TBR"
"57641","2","2","OAK"
"57642","2","4","OAK"
"57643","9","7","TBR"
"57644","8","4","TBR"
"57645","5","2","TBR"
"57646","1","9","OAK"
"57647","10","2","TBR"
"57648","5","7","OAK"
"57649","2","5","OAK"
"57650","1","10","OAK"
"57651","3","6","OAK"
"57652","3","6","OAK"
"57653","6","5","TBR"
"57654","3","8","OAK"
"57655","2","10","OAK"
"57656","3","8","OAK"
"57657","3","3","OAK"
"57658","5","2","TBR"
"57659","9","4","TBR"
"57660","5","6","OAK"
"57661","1","9","OAK"
"57662","4","4","OAK"
"57663","4","6","OAK"
"57664","5","7","OAK"
"57665","3","4","OAK"
"57666","6","3","TBR"
"57667","15","8","TBR"
"57668","0","2","OAK"
"57669","4","4","TBR"
"57670","3","12","OAK"
"57671","8","9","OAK"
"57672","3","10","OAK"
"57673","13","8","TBR"
"57674","9","2","TBR"
"57675","5","7","OAK"
"57676","1","5","OAK"
"57677","10","11","OAK"
"57678","5","3","TBR"
"57679","2","4","OAK"
"57680","10","6","TBR"
"57681","5","5","OAK"
"57682","5","3","TBR"
"57683","8","6","TBR"
"57684","6","7","OAK"
"57685","4","2","TBR"
"57686","3","7","OAK"
"57687","3","8","OAK"
"57688","7","6","TBR"
"57689","3","5","OAK"
"57690","3","3","TBR"
"57691","6","6","OAK"
"57692","1","6","OAK"
"57693","11","7","TBR"
"57694","8","5","TBR"
"57695","3","4","OAK"
"57696","6","4","TBR"
"57697","2","7","OAK"
"57698","5","5","TBR"
"57699","3","7","OAK"
"57700","6","7","OAK"
"57701","0","2","OAK"
"57702","3","5","OAK"
"57703","0","6","OAK"
"57704","4","5","OAK"
"57705","2","2","OAK"
"57706","16","2","TBR"
"57707","5","8","OAK"
"57708","5","11","OAK"
"57709","1","2","OAK"
"57710","4","7","OAK"
"57711","8","3","TBR"
"57712","1","7","OAK"
"57713","4","6","OAK"
"57714","7","4","TBR"
"57715","8","6","TBR"
"57716","5","3","TBR"
"57717","9","1","TBR"
"57718","0","5","OAK"
"57719","2","4","OAK"
"57720","3","5","OAK"
"57721","0","5","OAK"
"57722","9","10","OAK"
"57723","2","6","OAK"
"57724","2","1","TBR"
"57725","4","8","OAK"
"57726","0","6","OAK"
"57727","4","8","OAK"
"57728","8","15","OAK"
"57729","5","5","TBR"
"57730","6","3","TBR"
"57731","8","2","TBR"
"57732","3","11","OAK"
"57733","9","7","TBR"
"57734","4","6","OAK"
"57735","2","8","OAK"
"57736","10","3","TBR"
"57737","4","4","TBR"
"57738","5","3","TBR"
"57739","9","2","TBR"
"57740","3","11","OAK"
"57741","7","4","TBR"
"57742","4","6","OAK"
"57743","4","10","OAK"
"57744","2","5","OAK"
"57745","6","5","TBR"
"57746","5","6","OAK"
"57747","3","7","OAK"
"57748","9","2","TBR"
"57749","3","7","OAK"
"57750","0","7","OAK"
"57751","11","3","TBR"
"57752","8","8","TBR"
"57753","2","7","OAK"
"57754","3","7","OAK"
"57755","10","7","TBR"
"57756","11","2","TBR"
"57757","5","4","TBR"
"57758","5","5","OAK"
"57759","3","7","OAK"
"57760","6","4","TBR"
"57761","6","4","TBR"
"57762","1","5","OAK"
"57763","6","11","OAK"
"57764","0","6","OAK"
"57765","6","7","OAK"
"57766","3","8","OAK"
"57767","3","3","OAK"
"57768","8","7","TBR"
"57769","2","4","OAK"
"57770","5","10","OAK"
"57771","1","2","OAK"
"57772","6","6","TBR"
"57773","3","9","OAK"
"57774","6","10","OAK"
"57775","3","7","OAK"
"57776","8","10","OAK"
"57777","6","1","TBR"
"57778","9","2","TBR"
"57779","5","9","OAK"
"57780","2","10","OAK"
"57781","9","8","TBR"
"57782","5","7","OAK"
"57783","4","7","OAK"
"57784","2","0","TBR"
"57785","11","2","TBR"
"57786","2","3","OAK"
"57787","7","7","OAK"
"57788","12","4","TBR"
"57789","4","6","OAK"
"57790","0","1","OAK"
"57791","2","9","OAK"
"57792","3","2","TBR"
"57793","5","9","OAK"
"57794","16","8","TBR"
"57795","0","1","OAK"
"57796","5","3","TBR"
"57797","2","5","OAK"
"57798","2","6","OAK"
"57799","3","3","TBR"
"57800","10","9","TBR"
"57801","3","8","OAK"
"57802","5","1","TBR"
"57803","10","5","TBR"
"57804","6","4","TBR"
"57805","1","3","OAK"
"57806","13","2","TBR"
"57807","1","3","OAK"
"57808","10","2","TBR"
"57809","4","0","TBR"
"57810","1","7","OAK"
"57811","5","12","OAK"
"57812","7","3","TBR"
"57813","6","4","TBR"
"57814","5","5","OAK"
"57815","10","2","TBR"
"57816","3","5","OAK"
"57817","7","5","TBR"
"57818","1","5","OAK"
"57819","3","6","OAK"
"57820","4","7","OAK"
"57821","0","7","OAK"
"57822","2","6","OAK"
"57823","12","3","TBR"
"57824","6","2","TBR"
"57825","10","1","TBR"
"57826","3","10","OAK"
"57827","14","8","TBR"
"57828","1","12","OAK"
"57829","2","9","OAK"
"57830","1","2","OAK"
"57831","9","6","TBR"
"57832","10","3","TBR"
"57833","4","9","OAK"
"57834","12","4","TBR"
"57835","10","2","TBR"
"57836","2","8","OAK"
"57837","4","0","TBR"
"57838","4","12","OAK"
"57839","5","2","TBR"
"57840","8","2","TBR"
"57841","2","5","OAK"
"57842","6","5","TBR"
"57843","12","2","TBR"
"57844","2","8","OAK"
"57845","3","12","OAK"
"57846","7","5","TBR"
"57847","1","7","OAK"
"57848","7","6","TBR"
"57849","4","2","TBR"
"57850","0","8","OAK"
"57851","1","7","OAK"
"57852","7","5","TBR"
"57853","4","4","TBR"
"57854","6","4","TBR"
"57855","1","5","OAK"
"57856","2","5","OAK"
"57857","5","14","OAK"
"57858","5","8","OAK"
"57859","11","2","TBR"
"57860","1","3","OAK"
"57861","7","10","OAK"
"57862","2","8","OAK"
"57863","10","5","TBR"
"57864","3","3","TBR"
"57865","4","5","OAK"
"57866","2","3","OAK"
"57867","7","5","TBR"
"57868","2","5","OAK"
"57869","6","7","OAK"
"57870","1","2","OAK"
"57871","1","1","OAK"
"57872","3","0","TBR"
"57873","10","5","TBR"
"57874","6","3","TBR"
"57875","3","10","OAK"
"57876","7","4","TBR"
"57877","10","8","TBR"
"57878","4","4","OAK"
"57879","9","1","TBR"
"57880","3","9","OAK"
"57881","3","5","OAK"
"57882","6","4","TBR"
"57883","5","5","OAK"
"57884","2","3","OAK"
"57885","0","8","OAK"
"57886","11","2","TBR"
"57887","6","3","TBR"
"57888","6","0","TBR"
"57889","6","3","TBR"
"57890","11","4","TBR"
"57891","3","4","OAK"
"57892","1","9","OAK"
"57893","1","7","OAK"
"57894","20","1","TBR"
"57895","7","3","TBR"
"57896","3","1","TBR"
"57897","5","5","OAK"
"57898","2","7","OAK"
"57899","2","6","OAK"
"57900","4","8","OAK"
"57901","8","2","TBR"
"57902","2","2","OAK"
"57903","6","3","TBR"
"57904","10","6","TBR"
"57905","11","6","TBR"
"57906","2","8","OAK"
"57907","3","6","OAK"
"57908","6","6","OAK"
"57909","1","7","OAK"
"57910","1","7","OAK"
"57911","5","5","TBR"
"57912","3","1","TBR"
"57913","10","4","TBR"
"57914","5","3","TBR"
"57915","5","9","OAK"
"57916","3","5","OAK"
"57917","4","4","TBR"
"57918","4","2","TBR"
"57919","7","6","TBR"
"57920","7","6","TBR"
"57921","9","2","TBR"
"57922","1","6","OAK"
"57923","1","2","OAK"
"57924","9","10","OAK"
"57925","2","7","OAK"
"57926","8","2","TBR"
"57927","4","5","OAK"
"57928","6","2","TBR"
"57929","4","9","OAK"
"57930","1","6","OAK"
"57931","2","2","OAK"
"57932","4","7","OAK"
"57933","8","8","TBR"
"57934","12","3","TBR"
"57935","4","10","OAK"
"57936","4","11","OAK"
"57937","2","1","TBR"
"57938","5","5","TBR"
"57939","2","6","OAK"
"57940","5","14","OAK"
"57941","8","5","TBR"
"57942","4","3","TBR"
"57943","6","4","TBR"
"57944","6","6","OAK"
"57945","7","14","OAK"
"57946","2","4","OAK"
"57947","9","1","TBR"
"57948","3","1","TBR"
"57949","1","0","TBR"
"57950","9","12","OAK"
"57951","13","4","TBR"
"57952","1","2","OAK"
"57953","4","3","TBR"
"57954","6","5","TBR"
"57955","6","5","TBR"
"57956","6","1","TBR"
"57957","4","4","OAK"
"57958","2","4","OAK"
"57959","1","12","OAK"
"57960","1","12","OAK"
"57961","19","8","TBR"
"57962","4","12","OAK"
"57963","9","3","TBR"
"57964","8","3","TBR"
"57965","4","4","OAK"
"57966","7","3","TBR"
"57967","10","1","TBR"
"57968","5","3","TBR"
"57969","8","5","TBR"
"57970","3","9","OAK"
"57971","11","2","TBR"
"57972","2","3","OAK"
"57973","7","5","TBR"
"57974","5","12","OAK"
"57975","3","2","TBR"
"57976","0","3","OAK"
"57977","7","3","TBR"
"57978","5","1","TBR"
"57979","2","5","OAK"
"57980","1","2","OAK"
"57981","5","10","OAK"
"57982","8","2","TBR"
"57983","5","6","OAK"
"57984","4","5","OAK"
"57985","3","2","TBR"
"57986","6","8","OAK"
"57987","3","1","TBR"
"57988","3","3","TBR"
"57989","3","12","OAK"
"57990","4","4","TBR"
"57991","3","6","OAK"
"57992","0","1","OAK"
"57993","8","12","OAK"
"57994","7","5","TBR"
"57995","3","3","TBR"
"57996","10","3","TBR"
"57997","11","10","TBR"
"57998","4","13","OAK"
"57999","1","4","OAK"
"58000","2","2","OAK"
"58001","13","12","TBR"
"58002","5","8","OAK"
"58003","3","0","TBR"
"58004","3","5","OAK"
"58005","5","3","TBR"
"58006","6","2","TBR"
"58007","5","6","OAK"
"58008","4","6","OAK"
"58009","0","4","OAK"
"58010","0","2","OAK"
"58011","3","9","OAK"
"58012","3","1","TBR"
"58013","6","3","TBR"
"58014","4","10","OAK"
"58015","9","2","TBR"
"58016","9","6","TBR"
"58017","7","8","OAK"
"58018","9","2","TBR"
"58019","2","9","OAK"
"58020","4","3","TBR"
"58021","2","0","TBR"
"58022","11","4","TBR"
"58023","3","3","OAK"
"58024","6","3","TBR"
"58025","6","4","TBR"
"58026","1","4","OAK"
"58027","8","1","TBR"
"58028","4","13","OAK"
"58029","9","4","TBR"
"58030","3","1","TBR"
"58031","3","1","TBR"
"58032","5","1","TBR"
"58033","1","4","OAK"
"58034","1","3","OAK"
"58035","11","7","TBR"
"58036","5","4","TBR"
"58037","6","5","TBR"
"58038","2","7","OAK"
"58039","11","8","TBR"
"58040","2","1","TBR"
"58041","7","9","OAK"
"58042","7","4","TBR"
"58043","4","7","OAK"
"58044","7","8","OAK"
"58045","5","1","TBR"
"58046","4","15","OAK"
"58047","4","7","OAK"
"58048","5","5","TBR"
"58049","6","6","TBR"
"58050","2","1","TBR"
"58051","10","4","TBR"
"58052","1","2","OAK"
"58053","1","3","OAK"
"58054","3","2","TBR"
"58055","2","6","OAK"
"58056","4","7","OAK"
"58057","4","0","TBR"
"58058","4","1","TBR"
"58059","8","5","TBR"
"58060","9","14","OAK"
"58061","4","9","OAK"
"58062","3","4","OAK"
"58063","10","7","TBR"
"58064","1","3","OAK"
"58065","10","6","TBR"
"58066","3","3","TBR"
"58067","2","5","OAK"
"58068","3","8","OAK"
"58069","7","6","TBR"
"58070","4","12","OAK"
"58071","1","10","OAK"
"58072","4","5","OAK"
"58073","6","2","TBR"
"58074","6","9","OAK"
"58075","10","4","TBR"
"58076","5","2","TBR"
"58077","2","6","OAK"
"58078","2","4","OAK"
"58079","7","2","TBR"
"58080","7","2","TBR"
"58081","5","0","TBR"
"58082","0","6","OAK"
"58083","2","10","OAK"
"58084","1","5","OAK"
"58085","8","3","TBR"
"58086","3","7","OAK"
"58087","4","2","TBR"
"58088","3","3","TBR"
"58089","11","10","TBR"
"58090","5","5","TBR"
"58091","5","1","TBR"
"58092","4","4","TBR"
"58093","3","4","OAK"
"58094","1","5","OAK"
"58095","4","9","OAK"
"58096","6","7","OAK"
"58097","3","0","TBR"
"58098","6","11","OAK"
"58099","5","5","TBR"
"58100","2","7","OAK"
"58101","3","5","OAK"
"58102","0","2","OAK"
"58103","2","9","OAK"
"58104","9","3","TBR"
"58105","7","2","TBR"
"58106","4","9","OAK"
"58107","2","5","OAK"
"58108","9","12","OAK"
"58109","7","4","TBR"
"58110","3","10","OAK"
"58111","9","5","TBR"
"58112","8","4","TBR"
"58113","11","3","TBR"
"58114","2","0","TBR"
"58115","0","1","OAK"
"58116","4","7","OAK"
"58117","5","11","OAK"
"58118","1","7","OAK"
"58119","12","3","TBR"
"58120","6","7","OAK"
"58121","12","5","TBR"
"58122","2","8","OAK"
"58123","4","5","OAK"
"58124","7","12","OAK"
"58125","2","8","OAK"
"58126","10","7","TBR"
"58127","5","3","TBR"
"58128","8","3","TBR"
"58129","6","5","TBR"
"58130","5","4","TBR"
"58131","2","2","TBR"
"58132","1","6","OAK"
"58133","4","9","OAK"
"58134","7","4","TBR"
"58135","4","3","TBR"
"58136","7","2","TBR"
"58137","4","3","TBR"
"58138","12","1","TBR"
"58139","3","3","TBR"
"58140","10","4","TBR"
"58141","6","3","TBR"
"58142","2","1","TBR"
"58143","3","3","OAK"
"58144","3","5","OAK"
"58145","2","1","TBR"
"58146","2","4","OAK"
"58147","6","4","TBR"
"58148","6","4","TBR"
"58149","7","8","OAK"
"58150","7","3","TBR"
"58151","5","5","TBR"
"58152","5","5","OAK"
"58153","5","11","OAK"
"58154","1","14","OAK"
"58155","4","2","TBR"
"58156","6","4","TBR"
"58157","3","7","OAK"
"58158","5","11","OAK"
"58159","2","3","OAK"
"58160","6","1","TBR"
"58161","4","5","OAK"
"58162","0","8","OAK"
"58163","7","3","TBR"
"58164","3","1","TBR"
"58165","4","4","OAK"
"58166","9","11","OAK"
"58167","8","3","TBR"
"58168","5","4","TBR"
"58169","3","11","OAK"
"58170","4","2","TBR"
"58171","5","7","OAK"
"58172","3","10","OAK"
"58173","5","3","TBR"
"58174","9","3","TBR"
"58175","3","2","TBR"
"58176","7","10","OAK"
"58177","7","2","TBR"
"58178","3","5","OAK"
"58179","11","2","TBR"
"58180","3","12","OAK"
"58181","6","6","OAK"
"58182","8","7","TBR"
"58183","2","9","OAK"
"58184","2","1","TBR"
"58185","6","0","TBR"
"58186","1","10","OAK"
"58187","0","4","OAK"
"58188","6","5","TBR"
"58189","4","12","OAK"
"58190","8","14","OAK"
"58191","3","1","TBR"
"58192","8","2","TBR"
"58193","5","3","TBR"
"58194","3","3","TBR"
"58195","1","4","OAK"
"58196","6","2","TBR"
"58197","4","6","OAK"
"58198","7","8","OAK"
"58199","4","11","OAK"
"58200","9","3","TBR"
"58201","5","7","OAK"
"58202","6","7","OAK"
"58203","0","0","OAK"
"58204","2","3","OAK"
"58205","0","6","OAK"
"58206","4","5","OAK"
"58207","5","3","TBR"
"58208","5","5","OAK"
"58209","2","9","OAK"
"58210","7","14","OAK"
"58211","0","7","OAK"
"58212","2","2","TBR"
"58213","10","3","TBR"
"58214","5","7","OAK"
"58215","9","5","TBR"
"58216","7","1","TBR"
"58217","3","6","OAK"
"58218","6","4","TBR"
"58219","1","3","OAK"
"58220","7","0","TBR"
"58221","3","12","OAK"
"58222","5","3","TBR"
"58223","10","0","TBR"
"58224","4","6","OAK"
"58225","6","10","OAK"
"58226","11","7","TBR"
"58227","5","6","OAK"
"58228","4","5","OAK"
"58229","3","14","OAK"
"58230","10","3","TBR"
"58231","5","8","OAK"
"58232","6","3","TBR"
"58233","2","6","OAK"
"58234","2","0","TBR"
"58235","1","5","OAK"
"58236","4","2","TBR"
"58237","5","9","OAK"
"58238","6","5","TBR"
"58239","8","10","OAK"
"58240","6","10","OAK"
"58241","7","2","TBR"
"58242","8","3","TBR"
"58243","7","9","OAK"
"58244","2","5","OAK"
"58245","11","10","TBR"
"58246","7","1","TBR"
"58247","5","8","OAK"
"58248","5","6","OAK"
"58249","6","11","OAK"
"58250","2","4","OAK"
"58251","7","1","TBR"
"58252","9","4","TBR"
"58253","2","2","OAK"
"58254","2","0","TBR"
"58255","8","1","TBR"
"58256","2","5","OAK"
"58257","3","2","TBR"
"58258","5","8","OAK"
"58259","1","3","OAK"
"58260","4","8","OAK"
"58261","3","5","OAK"
"58262","1","0","TBR"
"58263","1","5","OAK"
"58264","0","12","OAK"
"58265","10","13","OAK"
"58266","6","2","TBR"
"58267","7","1","TBR"
"58268","8","1","TBR"
"58269","1","8","OAK"
"58270","7","2","TBR"
"58271","1","0","TBR"
"58272","6","1","TBR"
"58273","4","11","OAK"
"58274","2","8","OAK"
"58275","4","7","OAK"
"58276","7","1","TBR"
"58277","2","3","OAK"
"58278","5","3","TBR"
"58279","9","0","TBR"
"58280","5","3","TBR"
"58281","10","1","TBR"
"58282","6","6","OAK"
"58283","6","13","OAK"
"58284","6","0","TBR"
"58285","5","6","OAK"
"58286","2","1","TBR"
"58287","6","3","TBR"
"58288","6","3","TBR"
"58289","9","3","TBR"
"58290","7","2","TBR"
"58291","7","8","OAK"
"58292","4","4","TBR"
"58293","9","3","TBR"
"58294","4","7","OAK"
"58295","0","3","OAK"
"58296","12","2","TBR"
"58297","4","9","OAK"
"58298","6","0","TBR"
"58299","0","5","OAK"
"58300","10","8","TBR"
"58301","10","7","TBR"
"58302","3","5","OAK"
"58303","9","4","TBR"
"58304","8","5","TBR"
"58305","0","5","OAK"
"58306","3","6","OAK"
"58307","7","3","TBR"
"58308","4","10","OAK"
"58309","9","3","TBR"
"58310","5","6","OAK"
"58311","7","5","TBR"
"58312","3","7","OAK"
"58313","8","0","TBR"
"58314","2","7","OAK"
"58315","11","4","TBR"
"58316","7","2","TBR"
"58317","5","10","OAK"
"58318","4","4","OAK"
"58319","3","6","OAK"
"58320","11","3","TBR"
"58321","3","7","OAK"
"58322","3","8","OAK"
"58323","4","6","OAK"
"58324","6","3","TBR"
"58325","9","7","TBR"
"58326","4","5","OAK"
"58327","7","3","TBR"
"58328","3","6","OAK"
"58329","6","3","TBR"
"58330","5","7","OAK"
"58331","8","3","TBR"
"58332","5","11","OAK"
"58333","0","3","OAK"
"58334","10","7","TBR"
"58335","11","0","TBR"
"58336","3","8","OAK"
"58337","10","4","TBR"
"58338","0","4","OAK"
"58339","4","6","OAK"
"58340","6","4","TBR"
"58341","5","11","OAK"
"58342","6","2","TBR"
"58343","8","11","OAK"
"58344","2","7","OAK"
"58345","9","13","OAK"
"58346","9","5","TBR"
"58347","6","9","OAK"
"58348","8","3","TBR"
"58349","8","3","TBR"
"58350","3","6","OAK"
"58351","13","3","TBR"
"58352","6","4","TBR"
"58353","10","10","OAK"
"58354","4","3","TBR"
"58355","11","8","TBR"
"58356","2","5","OAK"
"58357","5","2","TBR"
"58358","11","6","TBR"
"58359","0","9","OAK"
"58360","1","6","OAK"
"58361","5","3","TBR"
"58362","6","3","TBR"
"58363","11","8","TBR"
"58364","12","12","TBR"
"58365","0","5","OAK"
"58366","5","5","TBR"
"58367","4","4","TBR"
"58368","6","6","TBR"
"58369","5","6","OAK"
"58370","0","13","OAK"
"58371","3","11","OAK"
"58372","5","4","TBR"
"58373","1","0","TBR"
"58374","5","4","TBR"
"58375","5","1","TBR"
"58376","8","4","TBR"
"58377","1","7","OAK"
"58378","6","8","OAK"
"58379","4","8","OAK"
"58380","3","4","OAK"
"58381","0","4","OAK"
"58382","7","2","TBR"
"58383","13","1","TBR"
"58384","7","4","TBR"
"58385","7","10","OAK"
"58386","3","1","TBR"
"58387","2","1","TBR"
"58388","14","17","OAK"
"58389","2","6","OAK"
"58390","4","6","OAK"
"58391","3","13","OAK"
"58392","9","9","TBR"
"58393","4","7","OAK"
"58394","4","4","OAK"
