"","TBR","OAK","Winner"
"80729","11","8","TBR"
"80730","8","4","TBR"
"80731","4","3","TBR"
"80732","17","6","TBR"
"80733","8","3","TBR"
"80734","4","11","OAK"
"80735","9","1","TBR"
"80736","1","11","OAK"
"80737","2","1","TBR"
"80738","4","5","OAK"
"80739","4","8","OAK"
"80740","5","8","OAK"
"80741","3","4","OAK"
"80742","5","3","TBR"
"80743","8","8","TBR"
"80744","6","5","TBR"
"80745","9","6","TBR"
"80746","7","6","TBR"
"80747","6","7","OAK"
"80748","2","3","OAK"
"80749","5","1","TBR"
"80750","4","7","OAK"
"80751","6","4","TBR"
"80752","4","8","OAK"
"80753","2","13","OAK"
"80754","4","2","TBR"
"80755","2","4","OAK"
"80756","1","4","OAK"
"80757","4","6","OAK"
"80758","4","4","TBR"
"80759","2","2","OAK"
"80760","5","3","TBR"
"80761","1","10","OAK"
"80762","2","1","TBR"
"80763","8","1","TBR"
"80764","5","2","TBR"
"80765","1","4","OAK"
"80766","3","3","TBR"
"80767","4","4","TBR"
"80768","3","4","OAK"
"80769","1","4","OAK"
"80770","5","3","TBR"
"80771","4","8","OAK"
"80772","2","8","OAK"
"80773","7","3","TBR"
"80774","5","5","OAK"
"80775","1","0","TBR"
"80776","2","2","OAK"
"80777","9","7","TBR"
"80778","4","5","OAK"
"80779","2","6","OAK"
"80780","4","2","TBR"
"80781","2","7","OAK"
"80782","9","2","TBR"
"80783","2","8","OAK"
"80784","0","4","OAK"
"80785","3","4","OAK"
"80786","13","5","TBR"
"80787","4","3","TBR"
"80788","0","2","OAK"
"80789","2","6","OAK"
"80790","0","0","TBR"
"80791","9","3","TBR"
"80792","4","1","TBR"
"80793","4","7","OAK"
"80794","10","9","TBR"
"80795","1","1","TBR"
"80796","3","6","OAK"
"80797","3","1","TBR"
"80798","6","3","TBR"
"80799","5","5","OAK"
"80800","9","11","OAK"
"80801","5","7","OAK"
"80802","6","7","OAK"
"80803","3","4","OAK"
"80804","3","1","TBR"
"80805","13","10","TBR"
"80806","8","6","TBR"
"80807","6","5","TBR"
"80808","1","6","OAK"
"80809","4","9","OAK"
"80810","7","4","TBR"
"80811","8","0","TBR"
"80812","7","11","OAK"
"80813","8","4","TBR"
"80814","1","4","OAK"
"80815","11","3","TBR"
"80816","11","9","TBR"
"80817","4","2","TBR"
"80818","5","4","TBR"
"80819","9","7","TBR"
"80820","8","6","TBR"
"80821","2","10","OAK"
"80822","1","3","OAK"
"80823","7","3","TBR"
"80824","2","7","OAK"
"80825","2","5","OAK"
"80826","1","2","OAK"
"80827","6","3","TBR"
"80828","3","9","OAK"
"80829","5","9","OAK"
"80830","6","6","TBR"
"80831","11","5","TBR"
"80832","8","5","TBR"
"80833","1","11","OAK"
"80834","4","7","OAK"
"80835","12","5","TBR"
"80836","4","4","OAK"
"80837","8","1","TBR"
"80838","2","7","OAK"
"80839","5","0","TBR"
"80840","7","9","OAK"
"80841","6","5","TBR"
"80842","6","2","TBR"
"80843","2","6","OAK"
"80844","5","3","TBR"
"80845","4","5","OAK"
"80846","2","7","OAK"
"80847","3","5","OAK"
"80848","5","2","TBR"
"80849","6","3","TBR"
"80850","4","5","OAK"
"80851","4","1","TBR"
"80852","2","4","OAK"
"80853","6","2","TBR"
"80854","2","3","OAK"
"80855","3","1","TBR"
"80856","6","4","TBR"
"80857","0","4","OAK"
"80858","6","3","TBR"
"80859","3","9","OAK"
"80860","8","4","TBR"
"80861","6","4","TBR"
"80862","2","6","OAK"
"80863","11","3","TBR"
"80864","3","4","OAK"
"80865","8","6","TBR"
"80866","4","6","OAK"
"80867","3","7","OAK"
"80868","5","7","OAK"
"80869","2","6","OAK"
"80870","7","4","TBR"
"80871","9","6","TBR"
"80872","8","7","TBR"
"80873","5","5","TBR"
"80874","3","3","TBR"
"80875","7","3","TBR"
"80876","4","1","TBR"
"80877","4","5","OAK"
"80878","5","4","TBR"
"80879","2","2","OAK"
"80880","10","2","TBR"
"80881","8","5","TBR"
"80882","4","6","OAK"
"80883","5","3","TBR"
"80884","4","1","TBR"
"80885","10","2","TBR"
"80886","7","2","TBR"
"80887","5","6","OAK"
"80888","9","5","TBR"
"80889","0","4","OAK"
"80890","3","6","OAK"
"80891","7","10","OAK"
"80892","3","6","OAK"
"80893","12","12","OAK"
"80894","13","4","TBR"
"80895","1","13","OAK"
"80896","14","4","TBR"
"80897","1","6","OAK"
"80898","8","0","TBR"
"80899","4","8","OAK"
"80900","7","6","TBR"
"80901","2","9","OAK"
"80902","5","19","OAK"
"80903","13","7","TBR"
"80904","4","3","TBR"
"80905","7","12","OAK"
"80906","2","2","OAK"
"80907","7","8","OAK"
"80908","3","5","OAK"
"80909","7","6","TBR"
"80910","4","3","TBR"
"80911","4","10","OAK"
"80912","4","15","OAK"
"80913","4","2","TBR"
"80914","3","10","OAK"
"80915","1","10","OAK"
"80916","5","7","OAK"
"80917","3","5","OAK"
"80918","2","4","OAK"
"80919","9","5","TBR"
"80920","6","11","OAK"
"80921","1","4","OAK"
"80922","8","2","TBR"
"80923","4","4","OAK"
"80924","4","7","OAK"
"80925","3","7","OAK"
"80926","5","7","OAK"
"80927","6","8","OAK"
"80928","6","3","TBR"
"80929","4","6","OAK"
"80930","7","11","OAK"
"80931","6","2","TBR"
"80932","5","1","TBR"
"80933","4","3","TBR"
"80934","1","3","OAK"
"80935","7","9","OAK"
"80936","1","5","OAK"
"80937","5","5","OAK"
"80938","12","3","TBR"
"80939","3","8","OAK"
"80940","4","6","OAK"
"80941","3","7","OAK"
"80942","6","2","TBR"
"80943","7","2","TBR"
"80944","4","6","OAK"
"80945","3","1","TBR"
"80946","4","1","TBR"
"80947","4","3","TBR"
"80948","4","8","OAK"
"80949","2","14","OAK"
"80950","4","9","OAK"
"80951","4","6","OAK"
"80952","4","0","TBR"
"80953","9","4","TBR"
"80954","5","7","OAK"
"80955","2","1","TBR"
"80956","9","3","TBR"
"80957","2","3","OAK"
"80958","6","1","TBR"
"80959","2","6","OAK"
"80960","4","5","OAK"
"80961","4","1","TBR"
"80962","2","8","OAK"
"80963","5","6","OAK"
"80964","4","0","TBR"
"80965","9","2","TBR"
"80966","5","6","OAK"
"80967","0","8","OAK"
"80968","9","5","TBR"
"80969","11","0","TBR"
"80970","16","5","TBR"
"80971","4","3","TBR"
"80972","6","5","TBR"
"80973","2","4","OAK"
"80974","0","2","OAK"
"80975","8","7","TBR"
"80976","3","2","TBR"
"80977","2","4","OAK"
"80978","8","1","TBR"
"80979","1","11","OAK"
"80980","10","15","OAK"
"80981","10","8","TBR"
"80982","9","2","TBR"
"80983","3","5","OAK"
"80984","1","9","OAK"
"80985","16","2","TBR"
"80986","11","3","TBR"
"80987","9","5","TBR"
"80988","3","12","OAK"
"80989","5","1","TBR"
"80990","7","0","TBR"
"80991","6","10","OAK"
"80992","4","7","OAK"
"80993","7","9","OAK"
"80994","3","8","OAK"
"80995","2","8","OAK"
"80996","5","6","OAK"
"80997","4","4","TBR"
"80998","6","2","TBR"
"80999","5","4","TBR"
"81000","5","3","TBR"
"81001","6","6","OAK"
"81002","4","2","TBR"
"81003","2","1","TBR"
"81004","9","4","TBR"
"81005","4","4","OAK"
"81006","3","7","OAK"
"81007","3","6","OAK"
"81008","4","4","TBR"
"81009","2","3","OAK"
"81010","2","2","TBR"
"81011","1","5","OAK"
"81012","3","5","OAK"
"81013","7","7","OAK"
"81014","6","6","OAK"
"81015","2","0","TBR"
"81016","10","3","TBR"
"81017","7","6","TBR"
"81018","6","3","TBR"
"81019","3","13","OAK"
"81020","3","8","OAK"
"81021","4","9","OAK"
"81022","8","11","OAK"
"81023","3","2","TBR"
"81024","13","8","TBR"
"81025","3","13","OAK"
"81026","5","13","OAK"
"81027","3","9","OAK"
"81028","6","6","TBR"
"81029","7","7","OAK"
"81030","6","6","TBR"
"81031","4","4","TBR"
"81032","7","8","OAK"
"81033","2","2","OAK"
"81034","6","6","TBR"
"81035","2","1","TBR"
"81036","10","3","TBR"
"81037","5","4","TBR"
"81038","3","8","OAK"
"81039","8","1","TBR"
"81040","5","7","OAK"
"81041","7","4","TBR"
"81042","2","7","OAK"
"81043","11","20","OAK"
"81044","2","4","OAK"
"81045","2","5","OAK"
"81046","1","5","OAK"
"81047","8","3","TBR"
"81048","7","7","OAK"
"81049","4","10","OAK"
"81050","11","6","TBR"
"81051","2","2","TBR"
"81052","11","8","TBR"
"81053","2","3","OAK"
"81054","8","6","TBR"
"81055","7","4","TBR"
"81056","7","5","TBR"
"81057","2","6","OAK"
"81058","10","5","TBR"
"81059","7","2","TBR"
"81060","6","2","TBR"
"81061","5","4","TBR"
"81062","3","6","OAK"
"81063","6","7","OAK"
"81064","17","2","TBR"
"81065","10","6","TBR"
"81066","15","0","TBR"
"81067","8","9","OAK"
"81068","2","15","OAK"
"81069","0","1","OAK"
"81070","3","4","OAK"
"81071","8","6","TBR"
"81072","3","7","OAK"
"81073","6","2","TBR"
"81074","5","7","OAK"
"81075","1","0","TBR"
"81076","1","3","OAK"
"81077","5","3","TBR"
"81078","0","5","OAK"
"81079","5","10","OAK"
"81080","9","2","TBR"
"81081","5","5","OAK"
"81082","6","1","TBR"
"81083","7","3","TBR"
"81084","5","8","OAK"
"81085","11","3","TBR"
"81086","0","5","OAK"
"81087","4","2","TBR"
"81088","1","5","OAK"
"81089","2","5","OAK"
"81090","6","0","TBR"
"81091","7","5","TBR"
"81092","5","5","TBR"
"81093","5","3","TBR"
"81094","4","6","OAK"
"81095","4","7","OAK"
"81096","8","6","TBR"
"81097","6","7","OAK"
"81098","0","4","OAK"
"81099","4","4","TBR"
"81100","9","7","TBR"
"81101","1","5","OAK"
"81102","9","4","TBR"
"81103","7","7","TBR"
"81104","7","3","TBR"
"81105","1","8","OAK"
"81106","13","5","TBR"
"81107","4","6","OAK"
"81108","6","5","TBR"
"81109","8","4","TBR"
"81110","11","3","TBR"
"81111","5","4","TBR"
"81112","4","1","TBR"
"81113","4","2","TBR"
"81114","7","1","TBR"
"81115","1","15","OAK"
"81116","5","0","TBR"
"81117","4","12","OAK"
"81118","3","1","TBR"
"81119","4","5","OAK"
"81120","3","9","OAK"
"81121","6","8","OAK"
"81122","6","6","TBR"
"81123","4","3","TBR"
"81124","5","2","TBR"
"81125","3","9","OAK"
"81126","1","1","OAK"
"81127","2","0","TBR"
"81128","7","3","TBR"
"81129","4","6","OAK"
"81130","0","8","OAK"
"81131","5","2","TBR"
"81132","6","5","TBR"
"81133","2","4","OAK"
"81134","3","4","OAK"
"81135","1","7","OAK"
"81136","1","1","OAK"
"81137","6","5","TBR"
"81138","6","3","TBR"
"81139","3","10","OAK"
"81140","5","11","OAK"
"81141","8","6","TBR"
"81142","3","2","TBR"
"81143","7","4","TBR"
"81144","4","7","OAK"
"81145","3","6","OAK"
"81146","4","4","OAK"
"81147","5","3","TBR"
"81148","8","5","TBR"
"81149","6","1","TBR"
"81150","12","3","TBR"
"81151","6","7","OAK"
"81152","0","2","OAK"
"81153","5","1","TBR"
"81154","5","4","TBR"
"81155","13","5","TBR"
"81156","5","5","TBR"
"81157","4","7","OAK"
"81158","9","4","TBR"
"81159","5","4","TBR"
"81160","12","7","TBR"
"81161","4","10","OAK"
"81162","5","8","OAK"
"81163","0","7","OAK"
"81164","4","6","OAK"
"81165","4","3","TBR"
"81166","5","11","OAK"
"81167","5","8","OAK"
"81168","4","4","TBR"
"81169","6","10","OAK"
"81170","9","7","TBR"
"81171","3","3","OAK"
"81172","1","1","OAK"
"81173","2","1","TBR"
"81174","4","0","TBR"
"81175","5","3","TBR"
"81176","4","1","TBR"
"81177","2","11","OAK"
"81178","5","8","OAK"
"81179","8","3","TBR"
"81180","10","5","TBR"
"81181","1","5","OAK"
"81182","8","4","TBR"
"81183","4","1","TBR"
"81184","3","16","OAK"
"81185","5","4","TBR"
"81186","7","2","TBR"
"81187","0","7","OAK"
"81188","6","12","OAK"
"81189","1","5","OAK"
"81190","2","5","OAK"
"81191","4","8","OAK"
"81192","3","0","TBR"
"81193","4","3","TBR"
"81194","5","9","OAK"
"81195","5","3","TBR"
"81196","7","10","OAK"
"81197","1","1","TBR"
"81198","0","6","OAK"
"81199","4","7","OAK"
"81200","0","6","OAK"
"81201","3","7","OAK"
"81202","5","12","OAK"
"81203","13","4","TBR"
"81204","15","6","TBR"
"81205","2","3","OAK"
"81206","9","13","OAK"
"81207","2","8","OAK"
"81208","12","4","TBR"
"81209","1","9","OAK"
"81210","2","3","OAK"
"81211","1","4","OAK"
"81212","5","3","TBR"
"81213","3","5","OAK"
"81214","2","10","OAK"
"81215","4","2","TBR"
"81216","4","5","OAK"
"81217","2","10","OAK"
"81218","10","11","OAK"
"81219","5","7","OAK"
"81220","5","6","OAK"
"81221","6","17","OAK"
"81222","5","6","OAK"
"81223","3","8","OAK"
"81224","0","3","OAK"
"81225","7","3","TBR"
"81226","10","3","TBR"
"81227","2","9","OAK"
"81228","9","6","TBR"
"81229","16","2","TBR"
"81230","8","3","TBR"
"81231","3","3","TBR"
"81232","4","10","OAK"
"81233","4","3","TBR"
"81234","6","1","TBR"
"81235","8","6","TBR"
"81236","6","2","TBR"
"81237","9","6","TBR"
"81238","6","6","TBR"
"81239","7","8","OAK"
"81240","10","1","TBR"
"81241","6","4","TBR"
"81242","9","3","TBR"
"81243","0","5","OAK"
"81244","6","7","OAK"
"81245","8","8","OAK"
"81246","19","13","TBR"
"81247","7","8","OAK"
"81248","4","6","OAK"
"81249","0","6","OAK"
"81250","1","3","OAK"
"81251","4","14","OAK"
"81252","4","0","TBR"
"81253","6","3","TBR"
"81254","5","8","OAK"
"81255","7","10","OAK"
"81256","5","2","TBR"
"81257","6","2","TBR"
"81258","7","4","TBR"
"81259","5","5","OAK"
"81260","8","5","TBR"
"81261","6","4","TBR"
"81262","2","15","OAK"
"81263","10","6","TBR"
"81264","10","3","TBR"
"81265","3","1","TBR"
"81266","3","3","TBR"
"81267","12","7","TBR"
"81268","3","10","OAK"
"81269","16","6","TBR"
"81270","8","5","TBR"
"81271","7","4","TBR"
"81272","1","8","OAK"
"81273","5","2","TBR"
"81274","2","7","OAK"
"81275","2","6","OAK"
"81276","6","5","TBR"
"81277","3","5","OAK"
"81278","1","8","OAK"
"81279","3","5","OAK"
"81280","10","5","TBR"
"81281","4","5","OAK"
"81282","2","9","OAK"
"81283","8","2","TBR"
"81284","3","3","TBR"
"81285","3","5","OAK"
"81286","2","5","OAK"
"81287","5","3","TBR"
"81288","3","6","OAK"
"81289","7","10","OAK"
"81290","11","4","TBR"
"81291","10","5","TBR"
"81292","3","3","TBR"
"81293","6","3","TBR"
"81294","1","3","OAK"
"81295","5","3","TBR"
"81296","13","5","TBR"
"81297","1","5","OAK"
"81298","1","10","OAK"
"81299","4","4","OAK"
"81300","4","3","TBR"
"81301","1","5","OAK"
"81302","0","0","OAK"
"81303","1","9","OAK"
"81304","5","4","TBR"
"81305","5","0","TBR"
"81306","5","5","OAK"
"81307","2","11","OAK"
"81308","2","6","OAK"
"81309","10","8","TBR"
"81310","8","5","TBR"
"81311","2","1","TBR"
"81312","3","0","TBR"
"81313","0","2","OAK"
"81314","4","3","TBR"
"81315","3","3","OAK"
"81316","17","0","TBR"
"81317","5","2","TBR"
"81318","7","8","OAK"
"81319","6","0","TBR"
"81320","10","2","TBR"
"81321","10","5","TBR"
"81322","10","5","TBR"
"81323","2","5","OAK"
"81324","4","5","OAK"
"81325","4","3","TBR"
"81326","7","6","TBR"
"81327","12","5","TBR"
"81328","1","7","OAK"
"81329","9","9","OAK"
"81330","6","4","TBR"
"81331","0","8","OAK"
"81332","3","4","OAK"
"81333","2","3","OAK"
"81334","3","2","TBR"
"81335","3","10","OAK"
"81336","8","1","TBR"
"81337","5","10","OAK"
"81338","6","6","TBR"
"81339","7","5","TBR"
"81340","10","2","TBR"
"81341","12","2","TBR"
"81342","6","8","OAK"
"81343","13","4","TBR"
"81344","3","6","OAK"
"81345","4","1","TBR"
"81346","7","14","OAK"
"81347","4","2","TBR"
"81348","1","5","OAK"
"81349","2","5","OAK"
"81350","8","6","TBR"
"81351","5","2","TBR"
"81352","6","2","TBR"
"81353","1","2","OAK"
"81354","10","4","TBR"
"81355","8","8","TBR"
"81356","4","7","OAK"
"81357","4","6","OAK"
"81358","5","9","OAK"
"81359","8","5","TBR"
"81360","1","5","OAK"
"81361","2","2","OAK"
"81362","3","6","OAK"
"81363","9","5","TBR"
"81364","0","5","OAK"
"81365","5","4","TBR"
"81366","3","8","OAK"
"81367","4","5","OAK"
"81368","4","5","OAK"
"81369","14","4","TBR"
"81370","1","7","OAK"
"81371","5","2","TBR"
"81372","4","4","TBR"
"81373","4","4","OAK"
"81374","6","8","OAK"
"81375","1","5","OAK"
"81376","4","4","OAK"
"81377","0","1","OAK"
"81378","4","6","OAK"
"81379","1","5","OAK"
"81380","4","7","OAK"
"81381","2","8","OAK"
"81382","5","3","TBR"
"81383","3","5","OAK"
"81384","8","4","TBR"
"81385","12","9","TBR"
"81386","3","5","OAK"
"81387","0","4","OAK"
"81388","3","2","TBR"
"81389","9","4","TBR"
"81390","2","7","OAK"
"81391","6","3","TBR"
"81392","4","7","OAK"
"81393","6","3","TBR"
"81394","7","12","OAK"
"81395","4","1","TBR"
"81396","6","3","TBR"
"81397","5","1","TBR"
"81398","12","5","TBR"
"81399","8","1","TBR"
"81400","4","15","OAK"
"81401","4","0","TBR"
"81402","4","2","TBR"
"81403","3","6","OAK"
"81404","9","4","TBR"
"81405","4","5","OAK"
"81406","5","4","TBR"
"81407","4","3","TBR"
"81408","10","6","TBR"
"81409","6","4","TBR"
"81410","13","4","TBR"
"81411","2","6","OAK"
"81412","3","3","TBR"
"81413","6","12","OAK"
"81414","2","5","OAK"
"81415","4","6","OAK"
"81416","6","9","OAK"
"81417","7","5","TBR"
"81418","10","7","TBR"
"81419","5","3","TBR"
"81420","2","10","OAK"
"81421","9","8","TBR"
"81422","11","7","TBR"
"81423","9","0","TBR"
"81424","5","6","OAK"
"81425","5","3","TBR"
"81426","0","11","OAK"
"81427","4","2","TBR"
"81428","5","6","OAK"
"81429","3","5","OAK"
"81430","4","9","OAK"
"81431","8","4","TBR"
"81432","3","3","TBR"
"81433","6","7","OAK"
"81434","4","9","OAK"
"81435","2","8","OAK"
"81436","7","4","TBR"
"81437","0","2","OAK"
"81438","2","2","TBR"
"81439","3","6","OAK"
"81440","4","8","OAK"
"81441","4","7","OAK"
"81442","1","6","OAK"
"81443","4","6","OAK"
"81444","4","0","TBR"
"81445","0","1","OAK"
"81446","1","5","OAK"
"81447","9","7","TBR"
"81448","12","3","TBR"
"81449","2","4","OAK"
"81450","5","3","TBR"
"81451","9","5","TBR"
"81452","12","12","OAK"
"81453","3","7","OAK"
"81454","5","4","TBR"
"81455","6","9","OAK"
"81456","4","4","OAK"
"81457","5","7","OAK"
"81458","4","7","OAK"
"81459","6","5","TBR"
"81460","6","4","TBR"
"81461","4","4","TBR"
"81462","4","2","TBR"
"81463","2","3","OAK"
"81464","4","4","OAK"
"81465","10","4","TBR"
"81466","4","7","OAK"
"81467","5","3","TBR"
"81468","0","2","OAK"
"81469","2","2","OAK"
"81470","4","3","TBR"
"81471","6","3","TBR"
"81472","4","2","TBR"
"81473","8","9","OAK"
"81474","2","14","OAK"
"81475","9","12","OAK"
"81476","9","4","TBR"
"81477","8","6","TBR"
"81478","2","0","TBR"
"81479","5","7","OAK"
"81480","3","3","TBR"
"81481","3","3","OAK"
"81482","1","3","OAK"
"81483","6","9","OAK"
"81484","5","6","OAK"
"81485","4","7","OAK"
"81486","8","8","TBR"
"81487","10","1","TBR"
"81488","3","2","TBR"
"81489","9","5","TBR"
"81490","0","13","OAK"
"81491","2","3","OAK"
"81492","10","9","TBR"
"81493","3","17","OAK"
"81494","5","4","TBR"
"81495","3","12","OAK"
"81496","4","7","OAK"
"81497","7","10","OAK"
"81498","6","5","TBR"
"81499","1","20","OAK"
"81500","2","6","OAK"
"81501","1","4","OAK"
"81502","4","8","OAK"
"81503","7","1","TBR"
"81504","3","3","OAK"
"81505","1","9","OAK"
"81506","6","11","OAK"
"81507","7","4","TBR"
"81508","1","5","OAK"
"81509","5","6","OAK"
"81510","3","6","OAK"
"81511","2","6","OAK"
"81512","5","8","OAK"
"81513","2","3","OAK"
"81514","6","8","OAK"
"81515","3","2","TBR"
"81516","7","9","OAK"
"81517","4","3","TBR"
"81518","4","8","OAK"
"81519","3","2","TBR"
"81520","7","4","TBR"
"81521","1","5","OAK"
"81522","8","6","TBR"
"81523","3","2","TBR"
"81524","9","9","OAK"
"81525","8","9","OAK"
"81526","5","10","OAK"
"81527","1","3","OAK"
"81528","14","4","TBR"
"81529","6","3","TBR"
"81530","4","5","OAK"
"81531","1","8","OAK"
"81532","3","5","OAK"
"81533","4","8","OAK"
"81534","8","5","TBR"
"81535","5","8","OAK"
"81536","10","1","TBR"
"81537","2","5","OAK"
"81538","3","2","TBR"
"81539","13","2","TBR"
"81540","10","2","TBR"
"81541","4","4","TBR"
"81542","6","2","TBR"
"81543","3","11","OAK"
"81544","3","5","OAK"
"81545","11","1","TBR"
"81546","5","5","TBR"
"81547","2","6","OAK"
"81548","7","1","TBR"
"81549","3","4","OAK"
"81550","6","5","TBR"
"81551","4","3","TBR"
"81552","5","1","TBR"
"81553","5","7","OAK"
"81554","1","7","OAK"
"81555","5","2","TBR"
"81556","7","0","TBR"
"81557","3","6","OAK"
"81558","6","10","OAK"
"81559","2","7","OAK"
"81560","9","2","TBR"
"81561","9","8","TBR"
"81562","16","4","TBR"
"81563","9","2","TBR"
"81564","7","5","TBR"
"81565","16","7","TBR"
"81566","4","0","TBR"
"81567","2","10","OAK"
"81568","3","1","TBR"
"81569","12","3","TBR"
"81570","6","1","TBR"
"81571","7","6","TBR"
"81572","3","1","TBR"
"81573","2","5","OAK"
"81574","7","3","TBR"
"81575","5","8","OAK"
"81576","6","8","OAK"
"81577","5","11","OAK"
"81578","2","4","OAK"
"81579","2","4","OAK"
"81580","1","6","OAK"
"81581","2","4","OAK"
"81582","2","1","TBR"
"81583","5","6","OAK"
"81584","0","11","OAK"
"81585","7","4","TBR"
"81586","1","6","OAK"
"81587","5","0","TBR"
"81588","3","4","OAK"
"81589","7","2","TBR"
"81590","10","4","TBR"
"81591","3","5","OAK"
"81592","2","3","OAK"
"81593","5","15","OAK"
"81594","3","7","OAK"
"81595","9","7","TBR"
"81596","6","9","OAK"
"81597","6","5","TBR"
"81598","4","9","OAK"
"81599","1","3","OAK"
"81600","8","4","TBR"
"81601","2","2","OAK"
"81602","3","7","OAK"
"81603","2","7","OAK"
"81604","3","8","OAK"
"81605","6","7","OAK"
"81606","9","2","TBR"
"81607","6","13","OAK"
"81608","4","2","TBR"
"81609","6","6","OAK"
"81610","2","7","OAK"
"81611","4","1","TBR"
"81612","7","6","TBR"
"81613","9","5","TBR"
"81614","8","2","TBR"
"81615","4","3","TBR"
"81616","1","5","OAK"
"81617","3","7","OAK"
"81618","11","1","TBR"
"81619","0","6","OAK"
"81620","3","4","OAK"
"81621","0","2","OAK"
"81622","5","2","TBR"
"81623","2","3","OAK"
"81624","6","13","OAK"
"81625","1","2","OAK"
"81626","6","9","OAK"
"81627","4","4","OAK"
"81628","5","7","OAK"
"81629","2","11","OAK"
"81630","0","6","OAK"
"81631","6","3","TBR"
"81632","8","2","TBR"
"81633","8","4","TBR"
"81634","11","5","TBR"
"81635","4","4","OAK"
"81636","7","5","TBR"
"81637","1","7","OAK"
"81638","1","3","OAK"
"81639","7","0","TBR"
"81640","8","1","TBR"
"81641","8","0","TBR"
"81642","12","3","TBR"
"81643","5","0","TBR"
"81644","7","4","TBR"
"81645","4","1","TBR"
"81646","5","4","TBR"
"81647","4","5","OAK"
"81648","5","7","OAK"
"81649","5","8","OAK"
"81650","1","9","OAK"
"81651","6","4","TBR"
"81652","6","7","OAK"
"81653","4","3","TBR"
"81654","11","10","TBR"
"81655","3","15","OAK"
"81656","7","1","TBR"
"81657","1","11","OAK"
"81658","8","2","TBR"
"81659","4","2","TBR"
"81660","6","9","OAK"
"81661","2","2","OAK"
"81662","2","8","OAK"
"81663","3","8","OAK"
"81664","7","8","OAK"
"81665","4","8","OAK"
"81666","5","4","TBR"
"81667","3","5","OAK"
"81668","6","6","TBR"
"81669","6","4","TBR"
"81670","7","8","OAK"
"81671","2","6","OAK"
"81672","1","6","OAK"
"81673","3","11","OAK"
"81674","5","1","TBR"
"81675","5","8","OAK"
"81676","2","0","TBR"
"81677","9","7","TBR"
"81678","8","9","OAK"
"81679","5","2","TBR"
"81680","3","9","OAK"
"81681","8","14","OAK"
