"","WSN","LAD","Series Winner"
"21576","3","0","WSN"
"21577","1","3","LAD"
"21578","2","3","LAD"
"21579","1","3","LAD"
"21580","3","1","WSN"
"21581","0","3","LAD"
"21582","0","3","LAD"
"21583","1","3","LAD"
"21584","2","3","LAD"
"21585","1","3","LAD"
"21586","0","3","LAD"
"21587","0","3","LAD"
"21588","2","3","LAD"
"21589","1","3","LAD"
"21590","2","3","LAD"
"21591","3","2","WSN"
"21592","1","3","LAD"
"21593","0","3","LAD"
"21594","0","3","LAD"
"21595","1","3","LAD"
"21596","3","1","WSN"
"21597","3","2","WSN"
"21598","1","3","LAD"
"21599","1","3","LAD"
"21600","0","3","LAD"
"21601","0","3","LAD"
"21602","2","3","LAD"
"21603","1","3","LAD"
"21604","1","3","LAD"
"21605","0","3","LAD"
"21606","1","3","LAD"
"21607","1","3","LAD"
"21608","3","2","WSN"
"21609","1","3","LAD"
"21610","2","3","LAD"
"21611","1","3","LAD"
"21612","2","3","LAD"
"21613","1","3","LAD"
"21614","0","3","LAD"
"21615","2","3","LAD"
"21616","0","3","LAD"
"21617","3","0","WSN"
"21618","1","3","LAD"
"21619","3","2","WSN"
"21620","1","3","LAD"
"21621","1","3","LAD"
"21622","2","3","LAD"
"21623","2","3","LAD"
"21624","1","3","LAD"
"21625","3","1","WSN"
"21626","3","1","WSN"
"21627","2","3","LAD"
"21628","2","3","LAD"
"21629","0","3","LAD"
"21630","2","3","LAD"
"21631","3","0","WSN"
"21632","0","3","LAD"
"21633","3","1","WSN"
"21634","1","3","LAD"
"21635","3","0","WSN"
"21636","1","3","LAD"
"21637","0","3","LAD"
"21638","1","3","LAD"
"21639","2","3","LAD"
"21640","3","1","WSN"
"21641","1","3","LAD"
"21642","2","3","LAD"
"21643","0","3","LAD"
"21644","3","0","WSN"
"21645","3","0","WSN"
"21646","1","3","LAD"
"21647","1","3","LAD"
"21648","2","3","LAD"
"21649","2","3","LAD"
"21650","1","3","LAD"
"21651","3","1","WSN"
"21652","2","3","LAD"
"21653","1","3","LAD"
"21654","3","2","WSN"
"21655","0","3","LAD"
"21656","1","3","LAD"
"21657","2","3","LAD"
"21658","1","3","LAD"
"21659","2","3","LAD"
"21660","1","3","LAD"
"21661","2","3","LAD"
"21662","3","1","WSN"
"21663","2","3","LAD"
"21664","0","3","LAD"
"21665","1","3","LAD"
"21666","2","3","LAD"
"21667","3","1","WSN"
"21668","2","3","LAD"
"21669","0","3","LAD"
"21670","3","0","WSN"
"21671","2","3","LAD"
"21672","1","3","LAD"
"21673","0","3","LAD"
"21674","0","3","LAD"
"21675","0","3","LAD"
"21676","2","3","LAD"
"21677","3","1","WSN"
"21678","0","3","LAD"
"21679","3","1","WSN"
"21680","0","3","LAD"
"21681","0","3","LAD"
"21682","2","3","LAD"
"21683","0","3","LAD"
"21684","3","0","WSN"
"21685","2","3","LAD"
"21686","2","3","LAD"
"21687","1","3","LAD"
"21688","1","3","LAD"
"21689","2","3","LAD"
"21690","1","3","LAD"
"21691","0","3","LAD"
"21692","3","2","WSN"
"21693","2","3","LAD"
"21694","2","3","LAD"
"21695","3","0","WSN"
"21696","2","3","LAD"
"21697","3","2","WSN"
"21698","1","3","LAD"
"21699","1","3","LAD"
"21700","2","3","LAD"
"21701","1","3","LAD"
"21702","2","3","LAD"
"21703","3","0","WSN"
"21704","1","3","LAD"
"21705","3","1","WSN"
"21706","2","3","LAD"
"21707","2","3","LAD"
"21708","3","1","WSN"
"21709","0","3","LAD"
"21710","2","3","LAD"
"21711","1","3","LAD"
"21712","2","3","LAD"
"21713","3","2","WSN"
"21714","2","3","LAD"
"21715","3","1","WSN"
"21716","3","1","WSN"
"21717","0","3","LAD"
"21718","0","3","LAD"
"21719","0","3","LAD"
"21720","0","3","LAD"
"21721","2","3","LAD"
"21722","3","0","WSN"
"21723","2","3","LAD"
"21724","3","1","WSN"
"21725","3","2","WSN"
"21726","2","3","LAD"
"21727","2","3","LAD"
"21728","0","3","LAD"
"21729","2","3","LAD"
"21730","3","2","WSN"
"21731","2","3","LAD"
"21732","1","3","LAD"
"21733","2","3","LAD"
"21734","1","3","LAD"
"21735","0","3","LAD"
"21736","0","3","LAD"
"21737","3","2","WSN"
"21738","1","3","LAD"
"21739","3","2","WSN"
"21740","2","3","LAD"
"21741","1","3","LAD"
"21742","3","2","WSN"
"21743","0","3","LAD"
"21744","3","2","WSN"
"21745","1","3","LAD"
"21746","1","3","LAD"
"21747","2","3","LAD"
"21748","2","3","LAD"
"21749","3","1","WSN"
"21750","0","3","LAD"
"21751","1","3","LAD"
"21752","3","1","WSN"
"21753","1","3","LAD"
"21754","2","3","LAD"
"21755","1","3","LAD"
"21756","2","3","LAD"
"21757","2","3","LAD"
"21758","2","3","LAD"
"21759","2","3","LAD"
"21760","0","3","LAD"
"21761","0","3","LAD"
"21762","2","3","LAD"
"21763","2","3","LAD"
"21764","1","3","LAD"
"21765","2","3","LAD"
"21766","2","3","LAD"
"21767","1","3","LAD"
"21768","0","3","LAD"
"21769","0","3","LAD"
"21770","2","3","LAD"
"21771","2","3","LAD"
"21772","3","1","WSN"
"21773","0","3","LAD"
"21774","3","0","WSN"
"21775","2","3","LAD"
"21776","0","3","LAD"
"21777","2","3","LAD"
"21778","1","3","LAD"
"21779","2","3","LAD"
"21780","2","3","LAD"
"21781","3","1","WSN"
"21782","0","3","LAD"
"21783","3","1","WSN"
"21784","0","3","LAD"
"21785","1","3","LAD"
"21786","2","3","LAD"
"21787","1","3","LAD"
"21788","1","3","LAD"
"21789","3","2","WSN"
"21790","0","3","LAD"
"21791","3","1","WSN"
"21792","2","3","LAD"
"21793","0","3","LAD"
"21794","2","3","LAD"
"21795","1","3","LAD"
"21796","1","3","LAD"
"21797","1","3","LAD"
"21798","2","3","LAD"
"21799","3","1","WSN"
"21800","3","2","WSN"
"21801","3","1","WSN"
"21802","2","3","LAD"
"21803","3","1","WSN"
"21804","1","3","LAD"
"21805","0","3","LAD"
"21806","2","3","LAD"
"21807","3","0","WSN"
"21808","2","3","LAD"
"21809","3","1","WSN"
"21810","1","3","LAD"
"21811","3","1","WSN"
"21812","1","3","LAD"
"21813","2","3","LAD"
"21814","1","3","LAD"
"21815","2","3","LAD"
"21816","2","3","LAD"
"21817","2","3","LAD"
"21818","2","3","LAD"
"21819","3","1","WSN"
"21820","0","3","LAD"
"21821","3","0","WSN"
"21822","2","3","LAD"
"21823","1","3","LAD"
"21824","3","0","WSN"
"21825","2","3","LAD"
"21826","2","3","LAD"
"21827","1","3","LAD"
"21828","3","2","WSN"
"21829","1","3","LAD"
"21830","0","3","LAD"
"21831","2","3","LAD"
"21832","2","3","LAD"
"21833","3","1","WSN"
"21834","0","3","LAD"
"21835","0","3","LAD"
"21836","1","3","LAD"
"21837","3","1","WSN"
"21838","0","3","LAD"
"21839","3","2","WSN"
"21840","1","3","LAD"
"21841","1","3","LAD"
"21842","3","2","WSN"
"21843","3","1","WSN"
"21844","0","3","LAD"
"21845","2","3","LAD"
"21846","0","3","LAD"
"21847","3","1","WSN"
"21848","0","3","LAD"
"21849","2","3","LAD"
"21850","0","3","LAD"
"21851","1","3","LAD"
"21852","1","3","LAD"
"21853","3","1","WSN"
"21854","1","3","LAD"
"21855","1","3","LAD"
"21856","2","3","LAD"
"21857","0","3","LAD"
"21858","1","3","LAD"
"21859","2","3","LAD"
"21860","1","3","LAD"
"21861","3","1","WSN"
"21862","3","2","WSN"
"21863","1","3","LAD"
"21864","1","3","LAD"
"21865","2","3","LAD"
"21866","1","3","LAD"
"21867","0","3","LAD"
"21868","1","3","LAD"
"21869","0","3","LAD"
"21870","3","2","WSN"
"21871","1","3","LAD"
"21872","3","1","WSN"
"21873","2","3","LAD"
"21874","0","3","LAD"
"21875","3","1","WSN"
"21876","1","3","LAD"
"21877","2","3","LAD"
"21878","2","3","LAD"
"21879","1","3","LAD"
"21880","0","3","LAD"
"21881","2","3","LAD"
"21882","2","3","LAD"
"21883","0","3","LAD"
"21884","0","3","LAD"
"21885","1","3","LAD"
"21886","3","2","WSN"
"21887","2","3","LAD"
"21888","3","1","WSN"
"21889","2","3","LAD"
"21890","1","3","LAD"
"21891","2","3","LAD"
"21892","1","3","LAD"
"21893","1","3","LAD"
"21894","1","3","LAD"
"21895","1","3","LAD"
"21896","3","2","WSN"
"21897","2","3","LAD"
"21898","2","3","LAD"
"21899","3","2","WSN"
"21900","3","1","WSN"
"21901","0","3","LAD"
"21902","3","0","WSN"
"21903","3","1","WSN"
"21904","0","3","LAD"
"21905","2","3","LAD"
"21906","1","3","LAD"
"21907","2","3","LAD"
"21908","0","3","LAD"
"21909","3","0","WSN"
"21910","3","1","WSN"
"21911","1","3","LAD"
"21912","2","3","LAD"
"21913","2","3","LAD"
"21914","0","3","LAD"
"21915","1","3","LAD"
"21916","2","3","LAD"
"21917","2","3","LAD"
"21918","1","3","LAD"
"21919","3","0","WSN"
"21920","2","3","LAD"
"21921","1","3","LAD"
"21922","0","3","LAD"
"21923","3","1","WSN"
"21924","0","3","LAD"
"21925","1","3","LAD"
"21926","2","3","LAD"
"21927","1","3","LAD"
"21928","3","1","WSN"
"21929","2","3","LAD"
"21930","3","2","WSN"
"21931","0","3","LAD"
"21932","2","3","LAD"
"21933","3","1","WSN"
"21934","2","3","LAD"
"21935","1","3","LAD"
"21936","0","3","LAD"
"21937","0","3","LAD"
"21938","1","3","LAD"
"21939","0","3","LAD"
"21940","1","3","LAD"
"21941","2","3","LAD"
"21942","3","2","WSN"
"21943","2","3","LAD"
"21944","1","3","LAD"
"21945","3","0","WSN"
"21946","2","3","LAD"
"21947","2","3","LAD"
"21948","0","3","LAD"
"21949","3","1","WSN"
"21950","3","2","WSN"
"21951","2","3","LAD"
"21952","0","3","LAD"
"21953","3","0","WSN"
"21954","3","2","WSN"
"21955","1","3","LAD"
"21956","3","1","WSN"
"21957","3","1","WSN"
"21958","3","1","WSN"
"21959","0","3","LAD"
"21960","2","3","LAD"
"21961","3","1","WSN"
"21962","1","3","LAD"
"21963","1","3","LAD"
"21964","3","2","WSN"
"21965","0","3","LAD"
"21966","1","3","LAD"
"21967","2","3","LAD"
"21968","2","3","LAD"
"21969","0","3","LAD"
"21970","0","3","LAD"
"21971","3","1","WSN"
"21972","0","3","LAD"
"21973","3","0","WSN"
"21974","3","2","WSN"
"21975","3","0","WSN"
"21976","3","2","WSN"
"21977","2","3","LAD"
"21978","2","3","LAD"
"21979","2","3","LAD"
"21980","1","3","LAD"
"21981","2","3","LAD"
"21982","2","3","LAD"
"21983","0","3","LAD"
"21984","2","3","LAD"
"21985","0","3","LAD"
"21986","0","3","LAD"
"21987","1","3","LAD"
"21988","1","3","LAD"
"21989","1","3","LAD"
"21990","3","2","WSN"
"21991","3","0","WSN"
"21992","2","3","LAD"
"21993","3","1","WSN"
"21994","3","1","WSN"
"21995","2","3","LAD"
"21996","3","1","WSN"
"21997","3","2","WSN"
"21998","0","3","LAD"
"21999","0","3","LAD"
"22000","2","3","LAD"
"22001","1","3","LAD"
"22002","1","3","LAD"
"22003","3","1","WSN"
"22004","2","3","LAD"
"22005","1","3","LAD"
"22006","1","3","LAD"
"22007","2","3","LAD"
"22008","0","3","LAD"
"22009","3","2","WSN"
"22010","2","3","LAD"
"22011","2","3","LAD"
"22012","2","3","LAD"
"22013","2","3","LAD"
"22014","3","1","WSN"
"22015","0","3","LAD"
"22016","1","3","LAD"
"22017","3","1","WSN"
"22018","2","3","LAD"
"22019","0","3","LAD"
"22020","0","3","LAD"
"22021","3","1","WSN"
"22022","3","1","WSN"
"22023","1","3","LAD"
"22024","2","3","LAD"
"22025","2","3","LAD"
"22026","1","3","LAD"
"22027","3","2","WSN"
"22028","2","3","LAD"
"22029","2","3","LAD"
"22030","0","3","LAD"
"22031","2","3","LAD"
"22032","0","3","LAD"
"22033","1","3","LAD"
"22034","1","3","LAD"
"22035","1","3","LAD"
"22036","0","3","LAD"
"22037","0","3","LAD"
"22038","2","3","LAD"
"22039","2","3","LAD"
"22040","1","3","LAD"
"22041","2","3","LAD"
"22042","1","3","LAD"
"22043","3","2","WSN"
"22044","3","1","WSN"
"22045","3","0","WSN"
"22046","1","3","LAD"
"22047","0","3","LAD"
"22048","3","2","WSN"
"22049","0","3","LAD"
"22050","3","1","WSN"
"22051","2","3","LAD"
"22052","1","3","LAD"
"22053","0","3","LAD"
"22054","3","1","WSN"
"22055","2","3","LAD"
"22056","0","3","LAD"
"22057","1","3","LAD"
"22058","3","0","WSN"
"22059","2","3","LAD"
"22060","1","3","LAD"
"22061","0","3","LAD"
"22062","0","3","LAD"
"22063","2","3","LAD"
"22064","0","3","LAD"
"22065","2","3","LAD"
"22066","3","2","WSN"
"22067","2","3","LAD"
"22068","1","3","LAD"
"22069","3","1","WSN"
"22070","1","3","LAD"
"22071","1","3","LAD"
"22072","2","3","LAD"
"22073","3","1","WSN"
"22074","1","3","LAD"
"22075","2","3","LAD"
"22076","0","3","LAD"
"22077","1","3","LAD"
"22078","1","3","LAD"
"22079","2","3","LAD"
"22080","1","3","LAD"
"22081","2","3","LAD"
"22082","0","3","LAD"
"22083","1","3","LAD"
"22084","3","0","WSN"
"22085","2","3","LAD"
"22086","3","2","WSN"
"22087","3","1","WSN"
"22088","0","3","LAD"
"22089","3","1","WSN"
"22090","2","3","LAD"
"22091","1","3","LAD"
"22092","1","3","LAD"
"22093","3","2","WSN"
"22094","1","3","LAD"
"22095","2","3","LAD"
"22096","2","3","LAD"
"22097","0","3","LAD"
"22098","2","3","LAD"
"22099","2","3","LAD"
"22100","2","3","LAD"
"22101","3","1","WSN"
"22102","1","3","LAD"
"22103","2","3","LAD"
"22104","1","3","LAD"
"22105","2","3","LAD"
"22106","0","3","LAD"
"22107","0","3","LAD"
"22108","1","3","LAD"
"22109","0","3","LAD"
"22110","1","3","LAD"
"22111","1","3","LAD"
"22112","0","3","LAD"
"22113","2","3","LAD"
"22114","2","3","LAD"
"22115","1","3","LAD"
"22116","2","3","LAD"
"22117","2","3","LAD"
"22118","2","3","LAD"
"22119","1","3","LAD"
"22120","2","3","LAD"
"22121","0","3","LAD"
"22122","0","3","LAD"
"22123","2","3","LAD"
"22124","2","3","LAD"
"22125","3","1","WSN"
"22126","3","2","WSN"
"22127","2","3","LAD"
"22128","2","3","LAD"
"22129","1","3","LAD"
"22130","2","3","LAD"
"22131","3","1","WSN"
"22132","3","1","WSN"
"22133","0","3","LAD"
"22134","3","0","WSN"
"22135","0","3","LAD"
"22136","1","3","LAD"
"22137","1","3","LAD"
"22138","2","3","LAD"
"22139","2","3","LAD"
"22140","2","3","LAD"
"22141","2","3","LAD"
"22142","1","3","LAD"
"22143","1","3","LAD"
"22144","2","3","LAD"
"22145","0","3","LAD"
"22146","2","3","LAD"
"22147","2","3","LAD"
"22148","3","2","WSN"
"22149","0","3","LAD"
"22150","3","1","WSN"
"22151","1","3","LAD"
"22152","1","3","LAD"
"22153","2","3","LAD"
"22154","3","1","WSN"
"22155","1","3","LAD"
"22156","2","3","LAD"
"22157","1","3","LAD"
"22158","1","3","LAD"
"22159","2","3","LAD"
"22160","3","1","WSN"
"22161","2","3","LAD"
"22162","2","3","LAD"
"22163","1","3","LAD"
"22164","1","3","LAD"
"22165","1","3","LAD"
"22166","1","3","LAD"
"22167","1","3","LAD"
"22168","3","2","WSN"
"22169","3","0","WSN"
"22170","1","3","LAD"
"22171","1","3","LAD"
"22172","0","3","LAD"
"22173","2","3","LAD"
"22174","1","3","LAD"
"22175","3","1","WSN"
"22176","2","3","LAD"
"22177","3","1","WSN"
"22178","3","2","WSN"
"22179","1","3","LAD"
"22180","1","3","LAD"
"22181","3","2","WSN"
"22182","2","3","LAD"
"22183","0","3","LAD"
"22184","2","3","LAD"
"22185","0","3","LAD"
"22186","1","3","LAD"
"22187","2","3","LAD"
"22188","0","3","LAD"
"22189","3","1","WSN"
"22190","3","2","WSN"
"22191","3","1","WSN"
"22192","2","3","LAD"
"22193","1","3","LAD"
"22194","3","0","WSN"
"22195","2","3","LAD"
"22196","3","1","WSN"
"22197","2","3","LAD"
"22198","1","3","LAD"
"22199","3","1","WSN"
"22200","0","3","LAD"
"22201","0","3","LAD"
"22202","1","3","LAD"
"22203","1","3","LAD"
"22204","2","3","LAD"
"22205","3","2","WSN"
"22206","2","3","LAD"
"22207","2","3","LAD"
"22208","2","3","LAD"
"22209","1","3","LAD"
"22210","3","1","WSN"
"22211","1","3","LAD"
"22212","2","3","LAD"
"22213","1","3","LAD"
"22214","2","3","LAD"
"22215","1","3","LAD"
"22216","1","3","LAD"
"22217","3","1","WSN"
"22218","1","3","LAD"
"22219","1","3","LAD"
"22220","3","2","WSN"
"22221","2","3","LAD"
"22222","2","3","LAD"
"22223","3","0","WSN"
"22224","1","3","LAD"
"22225","1","3","LAD"
"22226","1","3","LAD"
"22227","0","3","LAD"
"22228","1","3","LAD"
"22229","1","3","LAD"
"22230","1","3","LAD"
"22231","3","1","WSN"
"22232","0","3","LAD"
"22233","3","2","WSN"
"22234","2","3","LAD"
"22235","0","3","LAD"
"22236","1","3","LAD"
"22237","3","1","WSN"
"22238","0","3","LAD"
"22239","2","3","LAD"
"22240","1","3","LAD"
"22241","3","1","WSN"
"22242","0","3","LAD"
"22243","2","3","LAD"
"22244","1","3","LAD"
"22245","0","3","LAD"
"22246","3","2","WSN"
"22247","2","3","LAD"
"22248","3","1","WSN"
"22249","2","3","LAD"
"22250","2","3","LAD"
"22251","3","2","WSN"
"22252","2","3","LAD"
"22253","2","3","LAD"
"22254","1","3","LAD"
"22255","3","0","WSN"
"22256","0","3","LAD"
"22257","0","3","LAD"
"22258","2","3","LAD"
"22259","3","0","WSN"
"22260","1","3","LAD"
"22261","3","2","WSN"
"22262","0","3","LAD"
"22263","0","3","LAD"
"22264","2","3","LAD"
"22265","3","0","WSN"
"22266","0","3","LAD"
"22267","3","2","WSN"
"22268","3","0","WSN"
"22269","0","3","LAD"
"22270","0","3","LAD"
"22271","1","3","LAD"
"22272","1","3","LAD"
"22273","1","3","LAD"
"22274","1","3","LAD"
"22275","3","0","WSN"
"22276","2","3","LAD"
"22277","3","1","WSN"
"22278","0","3","LAD"
"22279","2","3","LAD"
"22280","2","3","LAD"
"22281","1","3","LAD"
"22282","2","3","LAD"
"22283","3","1","WSN"
"22284","0","3","LAD"
"22285","3","1","WSN"
"22286","2","3","LAD"
"22287","3","1","WSN"
"22288","2","3","LAD"
"22289","1","3","LAD"
"22290","3","2","WSN"
"22291","1","3","LAD"
"22292","0","3","LAD"
"22293","3","1","WSN"
"22294","0","3","LAD"
"22295","2","3","LAD"
"22296","2","3","LAD"
"22297","1","3","LAD"
"22298","2","3","LAD"
"22299","3","2","WSN"
"22300","1","3","LAD"
"22301","1","3","LAD"
"22302","0","3","LAD"
"22303","1","3","LAD"
"22304","2","3","LAD"
"22305","1","3","LAD"
"22306","2","3","LAD"
"22307","1","3","LAD"
"22308","1","3","LAD"
"22309","2","3","LAD"
"22310","1","3","LAD"
"22311","1","3","LAD"
"22312","3","2","WSN"
"22313","3","1","WSN"
"22314","2","3","LAD"
"22315","0","3","LAD"
"22316","3","0","WSN"
"22317","2","3","LAD"
"22318","1","3","LAD"
"22319","3","1","WSN"
"22320","0","3","LAD"
"22321","0","3","LAD"
"22322","3","2","WSN"
"22323","0","3","LAD"
"22324","1","3","LAD"
"22325","2","3","LAD"
"22326","1","3","LAD"
"22327","1","3","LAD"
"22328","3","1","WSN"
"22329","0","3","LAD"
"22330","2","3","LAD"
"22331","0","3","LAD"
"22332","3","0","WSN"
"22333","1","3","LAD"
"22334","2","3","LAD"
"22335","2","3","LAD"
"22336","0","3","LAD"
"22337","0","3","LAD"
"22338","0","3","LAD"
"22339","2","3","LAD"
"22340","2","3","LAD"
"22341","0","3","LAD"
"22342","0","3","LAD"
"22343","3","1","WSN"
"22344","1","3","LAD"
"22345","3","1","WSN"
"22346","1","3","LAD"
"22347","0","3","LAD"
"22348","0","3","LAD"
"22349","3","0","WSN"
"22350","2","3","LAD"
"22351","3","2","WSN"
"22352","3","1","WSN"
"22353","3","2","WSN"
"22354","3","1","WSN"
"22355","3","0","WSN"
"22356","3","1","WSN"
"22357","2","3","LAD"
"22358","3","1","WSN"
"22359","3","2","WSN"
"22360","1","3","LAD"
"22361","1","3","LAD"
"22362","1","3","LAD"
"22363","1","3","LAD"
"22364","2","3","LAD"
"22365","2","3","LAD"
"22366","1","3","LAD"
"22367","2","3","LAD"
"22368","3","2","WSN"
"22369","3","1","WSN"
"22370","3","1","WSN"
"22371","2","3","LAD"
"22372","2","3","LAD"
"22373","3","2","WSN"
"22374","0","3","LAD"
"22375","1","3","LAD"
"22376","2","3","LAD"
"22377","2","3","LAD"
"22378","1","3","LAD"
"22379","1","3","LAD"
"22380","0","3","LAD"
"22381","3","0","WSN"
"22382","2","3","LAD"
"22383","2","3","LAD"
"22384","0","3","LAD"
"22385","2","3","LAD"
"22386","3","2","WSN"
"22387","2","3","LAD"
"22388","2","3","LAD"
"22389","3","1","WSN"
"22390","3","0","WSN"
"22391","2","3","LAD"
"22392","1","3","LAD"
"22393","1","3","LAD"
"22394","1","3","LAD"
"22395","1","3","LAD"
"22396","0","3","LAD"
"22397","0","3","LAD"
"22398","2","3","LAD"
"22399","2","3","LAD"
"22400","1","3","LAD"
"22401","1","3","LAD"
"22402","3","1","WSN"
"22403","3","1","WSN"
"22404","2","3","LAD"
"22405","0","3","LAD"
"22406","3","1","WSN"
"22407","3","0","WSN"
"22408","2","3","LAD"
"22409","3","1","WSN"
"22410","2","3","LAD"
"22411","2","3","LAD"
"22412","1","3","LAD"
"22413","3","0","WSN"
"22414","3","1","WSN"
"22415","0","3","LAD"
"22416","3","1","WSN"
"22417","0","3","LAD"
"22418","1","3","LAD"
"22419","2","3","LAD"
"22420","2","3","LAD"
"22421","2","3","LAD"
"22422","1","3","LAD"
"22423","3","2","WSN"
"22424","1","3","LAD"
"22425","1","3","LAD"
"22426","2","3","LAD"
"22427","1","3","LAD"
"22428","3","1","WSN"
"22429","0","3","LAD"
"22430","1","3","LAD"
"22431","1","3","LAD"
"22432","2","3","LAD"
"22433","2","3","LAD"
"22434","2","3","LAD"
"22435","2","3","LAD"
"22436","0","3","LAD"
"22437","0","3","LAD"
"22438","1","3","LAD"
"22439","2","3","LAD"
"22440","2","3","LAD"
"22441","2","3","LAD"
"22442","1","3","LAD"
"22443","2","3","LAD"
"22444","2","3","LAD"
"22445","2","3","LAD"
"22446","1","3","LAD"
"22447","1","3","LAD"
"22448","1","3","LAD"
"22449","0","3","LAD"
"22450","0","3","LAD"
"22451","1","3","LAD"
"22452","3","2","WSN"
"22453","0","3","LAD"
"22454","2","3","LAD"
"22455","3","2","WSN"
"22456","3","2","WSN"
"22457","1","3","LAD"
"22458","3","1","WSN"
"22459","0","3","LAD"
"22460","3","2","WSN"
"22461","1","3","LAD"
"22462","2","3","LAD"
"22463","1","3","LAD"
"22464","0","3","LAD"
"22465","2","3","LAD"
"22466","2","3","LAD"
"22467","2","3","LAD"
"22468","3","0","WSN"
"22469","2","3","LAD"
"22470","2","3","LAD"
"22471","3","0","WSN"
"22472","3","0","WSN"
"22473","3","2","WSN"
"22474","3","1","WSN"
"22475","0","3","LAD"
"22476","0","3","LAD"
"22477","2","3","LAD"
"22478","1","3","LAD"
"22479","2","3","LAD"
"22480","3","2","WSN"
"22481","1","3","LAD"
"22482","1","3","LAD"
"22483","1","3","LAD"
"22484","0","3","LAD"
"22485","2","3","LAD"
"22486","3","1","WSN"
"22487","1","3","LAD"
"22488","0","3","LAD"
"22489","2","3","LAD"
"22490","2","3","LAD"
"22491","3","2","WSN"
"22492","0","3","LAD"
"22493","1","3","LAD"
"22494","2","3","LAD"
"22495","1","3","LAD"
"22496","3","0","WSN"
"22497","2","3","LAD"
"22498","0","3","LAD"
"22499","1","3","LAD"
"22500","0","3","LAD"
"22501","3","2","WSN"
"22502","1","3","LAD"
"22503","3","1","WSN"
"22504","0","3","LAD"
"22505","3","0","WSN"
"22506","3","1","WSN"
"22507","2","3","LAD"
"22508","1","3","LAD"
"22509","3","1","WSN"
"22510","0","3","LAD"
"22511","2","3","LAD"
"22512","0","3","LAD"
"22513","2","3","LAD"
"22514","2","3","LAD"
"22515","0","3","LAD"
"22516","0","3","LAD"
"22517","1","3","LAD"
"22518","2","3","LAD"
"22519","3","1","WSN"
"22520","2","3","LAD"
"22521","2","3","LAD"
"22522","1","3","LAD"
"22523","1","3","LAD"
"22524","3","0","WSN"
"22525","0","3","LAD"
"22526","0","3","LAD"
"22527","1","3","LAD"
"22528","3","1","WSN"
"22529","0","3","LAD"
"22530","1","3","LAD"
"22531","0","3","LAD"
"22532","2","3","LAD"
"22533","3","0","WSN"
"22534","2","3","LAD"
"22535","1","3","LAD"
"22536","2","3","LAD"
"22537","2","3","LAD"
"22538","0","3","LAD"
"22539","3","1","WSN"
"22540","3","2","WSN"
"22541","3","1","WSN"
"22542","2","3","LAD"
"22543","3","1","WSN"
"22544","1","3","LAD"
"22545","1","3","LAD"
"22546","0","3","LAD"
